machine_id,machine_name,active_status,latest_data_date,days_since_last_seen,weeks_since_last_seen,latest_out_per_unit,latest_sales_per_unit,latest_profit_per_unit,data_count
1123,Pリング 呪いの7日間3 ラッキートリガーVer.,準現役,2025-01-08,532,76.0,11100.0,23702.0,4849.0,17
1124,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,準現役,2024-09-18,644,92.0,9990.0,15432.0,3160.0,4
1125,デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,準現役,2024-10-02,630,90.0,8970.0,14087.0,2987.0,6
1126,L A-SLOT+ この素晴らしい世界に祝福を!,準現役,2025-09-10,287,41.0,4060.0,9709.0,1165.0,14
1127,Lパチスロ かぐや様は告らせたい,準現役,2026-05-06,49,7.0,7223.0,27537.0,4499.0,82
1128,Lパチスロ閃乱カグラ2 SHINOVI MASTER,準現役,2025-09-10,287,41.0,4173.0,12441.0,1080.0,23
1129,PAコマコマ倶楽部with坂本冬美 99確変ループver.,準現役,2024-12-18,553,79.0,8620.0,13057.0,2840.0,13
1130,PAフィーバーかぐや様は告らせたい Light ver.,準現役,2024-10-30,602,86.0,8970.0,16206.0,2744.0,8
1131,Pとある科学の超電磁砲2 JMB,準現役,2025-01-08,532,76.0,10890.0,23846.0,4769.0,11
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,準現役,2025-01-08,532,76.0,11000.0,19524.0,4548.0,17
1133,e 仮面ライダー電王 KL12,準現役,2025-01-22,518,74.0,8380.0,18854.0,3767.0,19
1134,eキョンシー ライトミドル 新CタイムVer.,準現役,2024-09-25,637,91.0,9990.0,21478.0,3603.0,3
1135,eゴッドイーター TRIPLE BURST MJ,準現役,2025-01-08,532,76.0,11940.0,27681.0,5574.0,17
1136,パチスロL黄門ちゃま天,準現役,2024-10-09,623,89.0,6401.0,25913.0,3305.0,5
1137,P アズールレーン THE ANIMATION 異次元トリガー M4,準現役,2025-05-07,413,59.0,10030.0,22361.0,4372.0,22
1138,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,準現役,2025-10-01,266,38.0,7380.0,13912.0,2907.0,35
1139,P 百花繚乱 ご奉仕129ver.,準現役,2024-12-04,567,81.0,8630.0,17971.0,3244.0,9
1140,P 魔法少女まどか☆マギカ3 LM3,準現役,2025-08-13,315,45.0,10250.0,22681.0,4567.0,46
1141,P DD北斗の拳3 V1C,準現役,2024-10-09,623,89.0,10650.0,22805.0,4964.0,3
1142,PAワンパンマン 99ver.,準現役,2024-10-09,623,89.0,10830.0,20334.0,3992.0,3
1143,Pいくさの子 織田三郎信長伝 GFPF,準現役,2024-10-16,616,88.0,9290.0,21042.0,2534.0,4
1144,Pメイドインアビス 虹の黄金域 MR,準現役,2024-10-16,616,88.0,8570.0,20570.0,3223.0,4
1145,P攻殻機動隊SAC_2045 199LTver.,準現役,2024-11-20,581,83.0,8140.0,17342.0,3226.0,9
1146,パチスロハイパーラッシュ(2024年),準現役,2025-09-10,287,41.0,5820.0,12886.0,1165.0,34
1147,P大海物語4スペシャル BLACK SCA,現役,2026-06-24,0,0.0,10890.0,16249.0,2476.0,78
1148,L 真・一騎当千,準現役,2025-09-10,287,41.0,5824.0,21813.0,2197.0,29
1149,Lスマスロ 鬼武者3(2024年),準現役,2025-09-10,287,41.0,2497.0,9162.0,905.0,7
1150,Lスマスロ頭文字D 2nd,準現役,2025-09-10,287,41.0,4441.0,15630.0,2286.0,15
1151,L今日から俺は!! パチスロ編,準現役,2025-09-10,287,41.0,3944.0,12275.0,205.0,15
1152,P CYBORG009 RULE OF SACRIFICE VS SCARL BODY EDITION 199,準現役,2024-12-04,567,81.0,7580.0,16870.0,4111.0,8
1153,P 宇宙戦艦ヤマト2202 超波動 G,準現役,2024-11-06,595,85.0,10200.0,23403.0,4428.0,4
1154,PAわんわんパラダイスCELEBRATION AGBD,現役,2026-06-24,0,0.0,10900.0,16876.0,2384.0,75
1155,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,準現役,2024-11-06,595,85.0,10170.0,17637.0,3180.0,4
1156,Pルパン三世 ONE COLLECTION H1YZ4,準現役,2025-02-19,490,70.0,8680.0,19883.0,3908.0,16
1157,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,準現役,2025-11-05,231,33.0,7880.0,12244.0,2390.0,27
1158,e 乃木坂46 Ⅱ K4,準現役,2024-12-04,567,81.0,7430.0,16328.0,3499.0,8
1159,P大海物語4スペシャル E,準現役,2024-10-23,609,87.0,10430.0,16685.0,2195.0,1
1160,Lスロット Re:ゼロから始める異世界生活 season2,準現役,2025-09-10,287,41.0,1995.0,9902.0,2202.0,11
1161,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,現役,2026-06-24,0,0.0,10890.0,15463.0,3406.0,82
1162,P江頭2:50inナナシーLT V3,準現役,2025-01-08,532,76.0,11390.0,21115.0,4965.0,10
1163,L 新・必殺仕置人 回胴 CRASH SPEC,準現役,2024-12-18,553,79.0,6239.0,21852.0,3267.0,6
1164,Lバンドリ!,準現役,2026-03-25,91,13.0,6898.0,25669.0,3190.0,9
1165,Pモンスターハンターライズ GRPG,準現役,2025-01-22,518,74.0,8410.0,20260.0,3496.0,10
1166,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,準現役,2025-02-05,504,72.0,8880.0,16153.0,3371.0,12
1167,Pリング 呪いの7日間3 甘デジver.,準現役,2024-12-11,560,80.0,9160.0,16430.0,3163.0,5
1168,P大海物語5スペシャル ALTA,現役,2026-06-24,0,0.0,20970.0,32782.0,2971.0,80
1169,P義風堂々!!～兼続と慶次～3 199ver.,準現役,2025-01-08,532,76.0,11050.0,22375.0,5617.0,8
1170,P転生したらスライムだった件 NB,準現役,2025-01-08,532,76.0,12480.0,24553.0,4099.0,8
1171,e スマパチ SSSS.GRIDMAN XVSM,準現役,2024-12-11,560,80.0,7900.0,19071.0,3534.0,5
1172,eフィーバーからくりサーカス2 魔王ver.,準現役,2026-01-07,168,24.0,11430.0,25821.0,5062.0,45
1173,e大海物語5スペシャル ELTA4,現役,2026-06-24,0,0.0,14280.0,24685.0,1154.0,72
1174,Lスマスロ モンスターハンターライズ,準現役,2026-01-07,168,24.0,9766.0,31344.0,4275.0,52
1175,Lスマート沖スロ 超華祭,準現役,2024-12-11,560,80.0,7689.0,18087.0,2488.0,3
1176,Lダブルアタック2 withOZS-1000＆RAPHAEL,準現役,2024-12-04,567,81.0,7987.0,28288.0,5690.0,2
1177,P にゃんこ大戦争 多様性のネコ M4,準現役,2025-07-30,329,47.0,8620.0,18895.0,3822.0,33
1178,PA銀河英雄伝説 Die Neue These 遊パチスペック,準現役,2024-12-25,546,78.0,7950.0,13532.0,3767.0,5
1179,L 犬夜叉2,準現役,2025-09-10,287,41.0,1857.0,9122.0,1646.0,7
1180,Lスマスロ 聖戦士ダンバイン,準現役,2025-09-10,287,41.0,3369.0,13849.0,1176.0,13
1181,Lルパン三世 大航海者の秘宝,準現役,2025-09-10,287,41.0,5071.0,20423.0,2936.0,18
1182,L桃太郎電鉄 ～パチスロも定番!～,準現役,2025-09-10,287,41.0,3726.0,12542.0,1628.0,11
1183,P ToLOVEるダークネス 199ver.,準現役,2025-02-05,504,72.0,8700.0,19133.0,3151.0,8
1184,P ゴジラ対エヴァンゲリオン セカンドインパクト G R,準現役,2025-02-05,504,72.0,8510.0,20042.0,3928.0,8
1185,Pえとたま2 神祭 MY,準現役,2025-01-08,532,76.0,11020.0,23677.0,4825.0,4
1186,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,準現役,2025-01-15,525,75.0,8790.0,18548.0,3735.0,5
1187,P盾の勇者の成り上がり GFPC,準現役,2025-02-05,504,72.0,10200.0,22886.0,4469.0,8
1188,P真・一騎当千～桃園の誓い～ 199LTver.,準現役,2025-02-19,490,70.0,8560.0,18485.0,4272.0,9
1189,e大工の源さん超韋駄天2 フルスイングLT,準現役,2025-01-08,532,76.0,12070.0,26842.0,6369.0,4
1190,ウルトラミラクルジャグラー,現役,2026-06-24,0,0.0,8880.0,16817.0,2408.0,77
1191,沖ドキ!ゴージャス,現役,2026-06-24,0,0.0,9381.0,33961.0,4494.0,77
1192,沖ドキ!ゴージャス-30,現役,2026-06-24,0,0.0,11090.0,41477.0,5625.0,77
1193,Lスマスロ 一方通行 とある魔術の禁書目録,準現役,2025-09-10,287,41.0,2569.0,9596.0,1035.0,6
1194,Lスーパービンゴネオ(2024年),準現役,2026-04-29,56,8.0,5279.0,25617.0,5009.0,35
1195,Lパチスロ ダンベル何キロ持てる?,準現役,2025-09-10,287,41.0,3494.0,17454.0,890.0,10
1196,P STEINS；GATE 0 L2-K,準現役,2025-03-05,476,68.0,9620.0,21192.0,4250.0,10
1197,e ゴジラ対エヴァンゲリオン セカンドインパクト G～破壊神覚醒～ bA,準現役,2025-02-05,504,72.0,8860.0,19647.0,3215.0,6
1198,e ソードアート・オンライン 閃光の軌跡 K7,現役,2026-06-24,0,0.0,7850.0,18388.0,3658.0,39
1199,L サラリーマン金太郎(2025年),準現役,2025-09-10,287,41.0,3024.0,13042.0,2320.0,12
1200,Lチバリヨ2プラス,現役,2026-05-27,28,4.0,5234.0,23059.0,3911.0,29
1201,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,準現役,2025-02-12,497,71.0,9310.0,18142.0,2752.0,5
1202,PLTジューシーハニー極嬢 MA,準現役,2025-03-12,469,67.0,8380.0,18328.0,3904.0,9
1203,Pネオモンスターハウス 99Ver.,準現役,2025-08-13,315,45.0,11300.0,16966.0,4249.0,30
1204,P世界最高の暗殺者、異世界貴族に転生する JMB,準現役,2025-03-19,462,66.0,7410.0,17249.0,4184.0,9
1205,P戦国乙女7 終焉の関ケ原 L9YY7,準現役,2025-07-09,350,50.0,8290.0,18680.0,3106.0,22
1206,P清流物語4 ヌシを求めて4000匹 HLC,準現役,2025-04-09,441,63.0,8640.0,15500.0,2810.0,12
1207,e ULTRAMAN 2400★80,準現役,2025-02-05,504,72.0,8630.0,20302.0,4061.0,4
1208,eぱちんこ押忍!番長 漢の頂 L09,準現役,2026-02-04,140,20.0,7990.0,18067.0,3735.0,50
1209,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,準現役,2025-03-05,476,68.0,10740.0,24207.0,3703.0,8
1210,スターハナハナ-30,現役,2026-06-24,0,0.0,7935.0,11920.0,904.0,55
1211,L A-SLOT+ ディスクアップ ULTRAREMIX,現役,2026-06-24,0,0.0,9947.0,21691.0,-612.0,47
1212,L にゃんこ大戦争 超神速,準現役,2025-09-10,287,41.0,2611.0,11902.0,2133.0,8
1213,Lスマート沖スロ スターハナハナ,準現役,2025-09-10,287,41.0,6419.0,10539.0,2320.0,22
1214,Lパチスロ シン・エヴァンゲリオン,準現役,2025-09-10,287,41.0,2259.0,8480.0,1136.0,7
1215,L七つの魔剣が支配する,準現役,2026-04-01,84,12.0,6089.0,19437.0,3362.0,42
1216,L島娘(2025年),準現役,2025-09-10,287,41.0,4145.0,22694.0,-357.0,11
1217,PA花の慶次 裂 99ver.,準現役,2025-04-09,441,63.0,8700.0,15212.0,2754.0,10
1218,Pゲゲゲの鬼太郎 獅子奮迅 99ver.,準現役,2025-05-07,413,59.0,10620.0,17841.0,3394.0,15
1219,Pハネモノ ファミリースタジアム MD,現役,2026-06-24,0,0.0,11430.0,8045.0,1405.0,57
1220,Pブラックラグーン4 EXTRA BULLET 129ver.,準現役,2025-04-23,427,61.0,8480.0,18406.0,3100.0,13
1221,P花の慶次 裂 蓮極129ver.,準現役,2025-04-09,441,63.0,8140.0,17139.0,3242.0,11
1222,L 東京喰種,現役,2026-06-24,0,0.0,10590.0,40954.0,3206.0,69
1223,Lスマスロ シャーマンキング,現役,2026-06-17,7,1.0,6065.0,23826.0,3270.0,54
1224,Lスマスロスーパーブラックジャック(2025年),準現役,2026-04-01,84,12.0,5867.0,20313.0,3387.0,50
1225,Lパチスロ ありふれた職業で世界最強,準現役,2025-09-10,287,41.0,3886.0,13943.0,1542.0,13
1226,P 冬のソナタ My Memory M7,準現役,2025-03-26,455,65.0,9650.0,17934.0,3223.0,7
1227,PLT OVERLORD魔導王光臨 129ver.,準現役,2025-03-12,469,67.0,10110.0,22700.0,3115.0,5
1228,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,準現役,2025-11-05,231,33.0,7550.0,15016.0,2722.0,35
1229,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,準現役,2025-10-01,266,38.0,7800.0,16255.0,3026.0,32
1230,Pフィーバー戦姫絶唱シンフォギア4 199ver.,準現役,2025-04-09,441,63.0,7920.0,17579.0,3432.0,9
1231,P愛の不時着 MF,準現役,2025-02-26,483,69.0,10000.0,22599.0,4068.0,3
1232,eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,準現役,2025-05-07,413,59.0,9560.0,21931.0,4479.0,12
1233,e蒼天の拳 羅龍 SREN,準現役,2025-04-23,427,61.0,8440.0,19704.0,3526.0,11
1234,e閃乱カグラ LTM-JF,準現役,2025-05-07,413,59.0,9620.0,22528.0,4441.0,11
1235,Pクイーンズブレイド4 ナナエルver.,準現役,2025-09-10,287,41.0,7820.0,14133.0,3546.0,23
1236,Pデビルマン THE FINAL N4-S,準現役,2025-04-09,441,63.0,9500.0,19892.0,3463.0,6
1237,P緋弾のアリア ～緋緋神降臨～ 199Ver.,準現役,2025-04-16,434,62.0,7780.0,17010.0,3438.0,8
1238,L Sister Quest(2025年),準現役,2025-09-10,287,41.0,4258.0,16312.0,1503.0,11
1239,L スマスロ バイオハザード5(2025年),準現役,2025-09-17,280,40.0,5841.0,18875.0,2850.0,27
1240,Lてぃだどんどん,準現役,2025-03-19,462,66.0,5569.0,22825.0,4045.0,2
1241,L回胴黙示録カイジ 狂宴,準現役,2025-09-10,287,41.0,4271.0,15085.0,1652.0,14
1242,L少女☆歌劇 レヴュースタァライト -The SLOT-,現役,2026-06-03,21,3.0,7135.0,16841.0,2632.0,56
1243,P FAIRY TAIL 89Ver.,準現役,2025-11-05,231,33.0,7100.0,14877.0,3222.0,27
1244,P リングにかけろ1 L5-S,準現役,2025-03-26,455,65.0,9570.0,19387.0,3592.0,3
1245,P 俺の妹がこんなに可愛いわけがない。 M3,準現役,2025-04-02,448,64.0,8980.0,18791.0,3445.0,4
1246,PA大海物語5 ブラック LT99ver.,現役,2026-06-24,0,0.0,14160.0,21900.0,3498.0,64
1247,Pバンドリ! Light ver.,準現役,2025-04-09,441,63.0,10020.0,15955.0,2414.0,5
1248,eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,準現役,2025-04-09,441,63.0,10700.0,23752.0,3706.0,5
1249,L 仮面ライダー電王,準現役,2025-09-10,287,41.0,1587.0,6453.0,612.0,5
1250,P モモキュンソード 速撃3000+,準現役,2025-05-07,413,59.0,11170.0,26415.0,4450.0,7
1251,PAひぐらしのなく頃に 輪廻転生 99Ver.,準現役,2025-06-11,378,54.0,8250.0,14138.0,2712.0,12
1252,PA魔王学院の不適合者 魔王再臨 99Ver,準現役,2025-08-06,322,46.0,7330.0,13386.0,3569.0,14
1253,Pうまい棒2 V3,準現役,2025-12-31,175,25.0,8360.0,19401.0,3970.0,36
1254,Pうる星やつら～Eternal Love Song～ 129ver.,準現役,2025-05-07,413,59.0,10670.0,19018.0,4288.0,7
1255,e真・北斗無双 第5章 ドデカSTART,準現役,2025-10-01,266,38.0,6720.0,14655.0,3494.0,23
1256,Lうしおととら白面決戦VH,準現役,2025-09-10,287,41.0,1576.0,6789.0,41.0,4
1257,Lゴジラ(2025年),準現役,2025-09-10,287,41.0,5426.0,28052.0,-51.0,7
1258,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,現役,2026-06-17,7,1.0,7172.0,21977.0,2099.0,59
1259,Lスマート沖スロ アメイジングライブ,準現役,2025-04-23,427,61.0,8067.0,27805.0,5193.0,2
1260,Pアナザーゴッドハーデス-獄炎- SB,準現役,2025-05-21,399,57.0,7470.0,16114.0,3459.0,6
1261,Pフィーバーうたわれるもの 199ver.,準現役,2025-06-04,385,55.0,8120.0,18783.0,3339.0,8
1262,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,準現役,2025-08-06,322,46.0,8680.0,19691.0,4415.0,16
1263,e シン・ウルトラマン K3,準現役,2025-05-21,399,57.0,7470.0,18518.0,3431.0,6
1264,eフィーバーうたわれるもの Z,準現役,2025-05-07,413,59.0,10440.0,23335.0,4234.0,4
1265,e牙狼 神速神撃3000LT,準現役,2025-07-09,350,50.0,8320.0,20424.0,3666.0,12
1266,Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,準現役,2025-09-10,287,41.0,2262.0,8462.0,1739.0,5
1267,L吉宗(2025年),準現役,2026-02-04,140,20.0,6493.0,26850.0,3358.0,38
1268,L麻雀物語(2025年),準現役,2025-09-10,287,41.0,4476.0,16508.0,2299.0,12
1269,Pゾンビランドサガ SCPC,準現役,2025-07-02,357,51.0,7600.0,16645.0,3502.0,8
1270,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,準現役,2025-07-09,350,50.0,8640.0,19908.0,3717.0,9
1271,e 東京喰種 W,現役,2026-06-24,0,0.0,20450.0,45839.0,4408.0,57
1272,Lスマスロ ようこそ実力至上主義の教室へ,準現役,2025-09-10,287,41.0,3122.0,11055.0,1359.0,6
1273,Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,準現役,2025-09-10,287,41.0,3947.0,14480.0,1682.0,8
1274,Lパチスロ 機動戦士ガンダムSEED,準現役,2025-09-10,287,41.0,2705.0,12507.0,1458.0,6
1275,P ToLOVEるダークネス 100ver.,準現役,2025-06-11,378,54.0,9440.0,16593.0,2733.0,5
1276,P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.,準現役,2025-06-04,385,55.0,9980.0,20490.0,4472.0,4
1277,P 織田信奈の野望 下剋上 V1D,準現役,2025-07-09,350,50.0,8140.0,17833.0,3569.0,7
1278,PLT世界でいちばん強くなりたい!2 MQ,準現役,2025-06-04,385,55.0,7990.0,17763.0,3840.0,4
1279,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,準現役,2025-05-28,392,56.0,15610.0,32749.0,5902.0,3
1280,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,準現役,2025-06-04,385,55.0,8940.0,16870.0,3478.0,4
1281,P攻殻機動隊SAC_2045 大入りLTver,準現役,2025-07-02,357,51.0,8590.0,17112.0,3762.0,7
1282,P海物語 極JAPAN HTH,準現役,2025-11-05,231,33.0,7930.0,14534.0,2339.0,23
1283,e 仮面ライダーBLACK KRJ2,準現役,2025-07-02,357,51.0,7890.0,17654.0,3630.0,7
1284,デジハネP北斗の拳 慈母 SSPC,現役,2026-06-24,0,0.0,8060.0,11994.0,3223.0,52
1285,P【超甘LT】江頭2:50inナナシー 奇跡の99%,準現役,2025-06-04,385,55.0,15800.0,24213.0,5053.0,3
1286,L ToLOVEるダークネス TRANCE ver.8.7,現役,2026-06-24,0,0.0,7404.0,37368.0,1524.0,52
1287,L花笠,準現役,2025-09-10,287,41.0,3925.0,17319.0,3241.0,5
1288,Pフィーバー機動戦士ガンダムユニコーン 再来 129ver.,準現役,2025-07-23,336,48.0,8630.0,18041.0,3199.0,7
1289,L ULTRAMAN,準現役,2025-09-10,287,41.0,2356.0,9480.0,1503.0,2
1290,L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,準現役,2025-10-29,238,34.0,5521.0,20240.0,3478.0,19
1291,LBスマスロニューパルサーBT,準現役,2025-09-10,287,41.0,3621.0,9574.0,1221.0,5
1292,LBパチスロ1000ちゃんA,準現役,2025-09-10,287,41.0,4307.0,10333.0,1190.0,5
1293,LBプレミアムうまい棒,準現役,2025-09-10,287,41.0,4370.0,11377.0,2498.0,6
1294,LB翔べ!ハーレムエース,準現役,2025-09-10,287,41.0,5945.0,13717.0,2576.0,11
1295,Lいざ!番長,準現役,2026-02-04,140,20.0,7107.0,24910.0,3093.0,32
1296,Lスマスロ ギルティクラウン2,準現役,2025-09-10,287,41.0,3800.0,11914.0,1714.0,7
1297,P DD北斗の拳3 百突99ver.,準現役,2025-07-23,336,48.0,8260.0,13350.0,2941.0,6
1298,PA海物語3R3 LBA(クリスタルシェル),準現役,2025-07-02,357,51.0,10450.0,13042.0,2269.0,3
1299,PLT激デジ ジューシーハニー極嬢 77LT-ARB,準現役,2025-09-24,273,39.0,8070.0,15810.0,2902.0,12
1300,Pフィーバーマクロスフロンティア5 LT-Light ver.,準現役,2025-07-30,329,47.0,8890.0,16968.0,3367.0,6
1301,P緋弾のアリア ～緋緋神降臨～ 88Ver.,準現役,2025-09-10,287,41.0,7930.0,14999.0,3263.0,12
1302,e 新・必殺仕置人S 超斬撃99,準現役,2025-07-16,343,49.0,9000.0,18608.0,3586.0,5
1303,eフィーバー彼女、お借りします H,準現役,2025-09-10,287,41.0,8150.0,18929.0,3249.0,11
1304,e冴えない彼女の育てかた LX04,準現役,2025-07-30,329,47.0,9360.0,21572.0,3773.0,7
1305,e範馬刃牙 XAM2,準現役,2025-08-27,301,43.0,7780.0,18730.0,3495.0,10
1306,デジハネPモンスターハンターライズ GSPB,準現役,2025-07-09,350,50.0,7630.0,15602.0,3584.0,4
1307,L 絶対衝激～PLATONIC HEART～,準現役,2025-09-10,287,41.0,2592.0,6706.0,1443.0,6
1308,デカスタP戦国無双 HM3,準現役,2025-08-13,315,45.0,10680.0,22125.0,4478.0,8
1309,LBアレックス ブライト,準現役,2026-04-29,56,8.0,7875.0,18078.0,1677.0,37
1310,LBパチスロ ヱヴァンゲリヲン ～約束の扉～,準現役,2025-11-05,231,33.0,6501.0,13579.0,2062.0,16
1311,Lわたしの幸せな結婚,準現役,2025-09-10,287,41.0,7496.0,25629.0,1633.0,9
