machine_id,machine_name,peak_out_per_unit,peak_out_date,peak_sales_per_unit,peak_profit_per_unit,peak_ratio_out,peak_ratio_sales,peak_ratio_profit,drop_from_peak_out,drop_rate_from_peak_out
241,SLOTバジリスク～甲賀忍法帖～絆2,23933.0,2020-02-26,46644.0,5550.0,0.06827393139180211,0.10691621644798903,0.2300900900900901,-22299.0,-0.9317260686081978
253,パチスロ ケロット4,12710.0,2020-03-11,21175.0,3224.0,0.3796223446105429,0.5180637544273908,0.9714640198511166,-7885.0,-0.6203776553894571
293,サンダーVライトニング,9308.0,2020-04-30,16099.0,2474.0,0.3857971637301246,0.44555562457295483,0.51535974130962,-5717.0,-0.6142028362698754
307,パチスロ モンキーターンⅣ,10729.0,2020-06-03,28967.0,3081.0,0.20654301426041569,0.2488348810715642,0.14735475494969166,-8513.0,-0.7934569857395843
337,シャア専用パチスロ 逆襲の赤い彗星,17450.0,2020-08-12,57875.0,9748.0,0.36034383954154725,0.36746436285097195,0.43342224045958144,-11162.0,-0.6396561604584527
395,アイムジャグラーEX(2020年),13477.0,2021-01-04,24730.0,4609.0,0.5889292869332937,0.6359078042862919,0.4836190062920373,-5540.0,-0.41107071306670623
397,パチスロひぐらしのなく頃に祭2,20180.0,2021-01-04,36074.0,7539.0,0.3366204162537165,0.3327604368797472,-0.03501790688420215,-13387.0,-0.6633795837462835
411,パチスロ頭文字D,18155.0,2021-01-20,44821.0,5600.0,0.1587992288625723,0.18245911514691773,0.11678571428571428,-15272.0,-0.8412007711374277
432,パチスロ BIOHAZARD 7 resident evil,18015.0,2021-02-17,51708.0,5685.0,0.1601443241742992,0.18722441401717335,0.2478452066842568,-15130.0,-0.8398556758257008
442,PAわんわんパラダイスV GBA,29660.0,2021-03-17,38396.0,5392.0,0.3196223870532704,0.37798208146681944,0.514280415430267,-20180.0,-0.6803776129467296
453,パチスロ北斗の拳 宿命,17275.0,2021-03-17,49505.0,4373.0,0.1087698986975398,0.12816887183112816,0.1495540818659959,-15396.0,-0.8912301013024602
469,ニューパルサーSPⅢ,10864.0,2021-04-14,19708.0,3292.0,0.2857142857142857,0.3777653744672214,0.5750303766707169,-7760.0,-0.7142857142857143
492,P大海物語4 スペシャル BLACK SCA,28580.0,2021-06-02,38637.0,3808.0,0.40552834149755074,0.4331858063514248,0.6215861344537815,-16990.0,-0.5944716585024493
503,チバリヨ-30(2021年),15159.0,2021-08-18,47404.0,6494.0,0.2127449040174154,0.21325204624082356,0.14875269479519557,-11934.0,-0.7872550959825846
511,P NEW TOKIO ハカマタイプ,23900.0,2021-07-07,14408.0,2647.0,0.6481171548117155,0.6660882842865075,0.2772950510011334,-8410.0,-0.3518828451882845
533,SLOT劇場版魔法少女まどか☆マギカ[前編]始まりの物語／[後編]永遠の物語,19635.0,2021-08-11,43031.0,5884.0,0.0907563025210084,0.13322953219771794,0.27073419442556085,-17853.0,-0.9092436974789916
554,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,29390.0,2021-09-29,33008.0,4557.0,0.36270840421912215,0.45734367426078526,0.7412771560236998,-18730.0,-0.6372915957808778
567,ファンキージャグラー2,14020.0,2022-05-11,25108.0,4824.0,0.6547075606276748,0.7071053050820456,0.5439469320066335,-4841.0,-0.34529243937232523
569,Pうまい棒 4500～10500,37340.0,2021-10-27,73092.0,19521.0,0.18826995179432243,0.22096809500355716,0.2585420828850981,-30310.0,-0.8117300482056775
576,P 009 RE:CYBORG ACCELERATOR EDITION M4-K,36670.0,2021-11-17,67400.0,14445.0,0.20425415871284427,0.22173590504451038,0.23641398407753547,-29180.0,-0.7957458412871558
599,P野生の王国GO 99ver.,24910.0,2021-12-15,31831.0,5102.0,0.3404255319148936,0.39945336307373314,0.5362602900823207,-16430.0,-0.6595744680851063
604,パチスロうまい棒(2021年),10517.0,2021-12-22,21329.0,2563.0,0.10773034135209661,0.1506399737446669,0.21342177136168552,-9384.0,-0.8922696586479034
605,マイジャグラーⅤ,16697.0,2022-05-11,28532.0,5719.0,0.8320057495358447,0.8497827001261741,0.47455848924637173,-2805.0,-0.16799425046415523
611,パチスロ 戦姫絶唱シンフォギア 勇気の歌,14829.0,2021-12-29,44534.0,6589.0,0.15058331647447568,0.16475052768671128,0.12141447867658219,-12596.0,-0.8494166835255244
612,沖ドキ!DUO,12035.0,2022-01-12,39982.0,5939.0,0.2095554632322393,0.26586964133860236,0.3165516080148173,-9513.0,-0.7904445367677607
613,沖ドキ!DUO-30,12725.0,2022-01-12,41939.0,6611.0,0.16652259332023575,0.22053458594625527,0.29844199062169113,-10606.0,-0.8334774066797642
615,P Re:ゼロから始める異世界生活 鬼がかりver.,47540.0,2022-01-19,89578.0,18575.0,0.18447623054270088,0.2151644376967559,0.1918707940780619,-38770.0,-0.8155237694572991
621,バーサスリヴァイズ,10366.0,2022-01-26,16622.0,1306.0,0.6945784294809956,0.7151967272289736,0.48009188361408883,-3166.0,-0.3054215705190044
628,パチスロ ディスクアップ2,17287.0,2022-02-02,29950.0,1230.0,0.4927980563429166,0.5176961602671118,-0.41544715447154473,-8768.0,-0.5072019436570834
630,パチスロアラジンAクラシック,16156.0,2022-02-02,49336.0,7005.0,0.14861351819757365,0.18582779309226527,0.16202712348322626,-13755.0,-0.8513864818024264
633,押忍!番長ZERO,18986.0,2022-02-09,47605.0,5514.0,0.2311176656483725,0.29286839617687216,0.4397896264055132,-14598.0,-0.7688823343516276
642,ハナハナホウオウ～天翔～,7460.0,2022-02-16,12037.0,3349.0,0.4785522788203753,0.5635955802940932,0.5568826515377725,-3890.0,-0.5214477211796247
643,ハナハナホウオウ～天翔～-30,11833.0,2023-01-11,18729.0,4165.0,0.8674892250485929,0.8507127983341343,0.8189675870348139,-1568.0,-0.1325107749514071
650,SLOTマッピー,18862.0,2022-03-02,29627.0,1257.0,0.43738733962464216,0.43345596921726803,-1.422434367541766,-10612.0,-0.5626126603753578
665,ニューパルサーDXⅢ,5430.0,2022-05-11,10965.0,2769.0,0.8020257826887661,0.8287277701778386,0.6601661249548574,-1075.0,-0.19797421731123388
670,沖ドキ!2-30,5316.0,2023-08-23,14194.0,3111.0,0.6092927012791572,0.6418909398337326,0.8193506910961106,-2077.0,-0.39070729872084276
681,パチスロ この素晴らしい世界に祝福を!,19126.0,2022-04-13,44114.0,6664.0,0.3891561225556834,0.4082150791132067,0.35669267707082836,-11683.0,-0.6108438774443167
684,新ハナビ,10464.0,2024-08-21,15342.0,569.0,0.8373470948012233,0.8854125928822839,0.3022847100175747,-1702.0,-0.16265290519877676
705,PAコマコマ倶楽部with坂本冬美 99ver.,29340.0,2022-06-15,35691.0,7986.0,0.2886843899113838,0.3514051161357205,0.35336839469070874,-20870.0,-0.7113156100886162
723,スーパーハナハナ2-30,9135.0,2026-01-07,26245.0,6968.0,0.759496442255063,0.7809868546389789,0.7098163030998852,-2197.0,-0.24050355774493706
724,ニューゲッターマウス,16064.0,2022-07-13,23922.0,3659.0,0.2323207171314741,0.27765237020316025,0.24214266192948894,-12332.0,-0.7676792828685259
727,パチスロ 甲鉄城のカバネリ,19943.0,2022-09-28,53770.0,6690.0,0.25026325026325025,0.29408592151757484,0.1852017937219731,-14952.0,-0.7497367497367498
740,黄門ちゃま喝2,19802.0,2022-08-10,51559.0,8420.0,0.1514998485001515,0.19356465408561066,0.27066508313539195,-16802.0,-0.8485001514998485
744,パチスロ 新鬼武者2,22190.0,2022-08-17,60252.0,7225.0,0.1836412798557909,0.21478125207461993,0.16761245674740485,-18115.0,-0.8163587201442091
747,PA新海物語 ARBB,34670.0,2022-08-31,32609.0,3076.0,0.26997404095760025,0.3361035297003895,0.543888166449935,-25310.0,-0.7300259590423998
764,パチスロペルソナ5,19882.0,2022-09-14,47739.0,6108.0,0.15089025248968915,0.17505603385073001,0.16666666666666666,-16882.0,-0.8491097475103109
774,パチスロ バイオハザード RE:2,20773.0,2022-10-12,52546.0,5953.0,0.18475906224425936,0.21573478476001978,0.25516546279186963,-16935.0,-0.8152409377557406
776,パチスロハードボイルド(2022年),17670.0,2022-10-12,38975.0,6590.0,0.1819468024900962,0.2086722257857601,0.10637329286798179,-14455.0,-0.8180531975099038
783,ハッピージャグラーVⅢ,20951.0,2022-11-02,31932.0,4588.0,0.38814376402081047,0.4881310284354253,0.5357454228421971,-12819.0,-0.6118562359791896
795,花火絶景,15049.0,2022-11-16,45540.0,7528.0,0.11063858063658714,0.1321475625823452,0.109192348565356,-13384.0,-0.8893614193634128
798,Lパチスロ 革命機ヴァルヴレイヴ,22649.0,2022-11-30,85451.0,14510.0,0.29484745463375867,0.30794256357444616,0.15754651964162647,-15971.0,-0.7051525453662414
799,L HEY!エリートサラリーマン鏡,22715.0,2022-12-14,60925.0,9284.0,0.19189962579793088,0.21895773491998358,0.18903489875053855,-18356.0,-0.8081003742020691
816,沖ドキ!GOLD,14950.0,2023-01-11,52192.0,7734.0,0.4323076923076923,0.4832349785407725,0.4917248513059219,-8487.0,-0.5676923076923077
817,沖ドキ!GOLD-30,17900.0,2023-01-11,62882.0,9413.0,0.36815642458100556,0.3988104704048853,0.32423244449166044,-11310.0,-0.6318435754189944
820,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,35000.0,2023-01-18,45574.0,6012.0,0.30942857142857144,0.3577258963444069,0.5355954757152362,-24170.0,-0.6905714285714286
828,パチスロ モンスターハンターワールド:アイスボーン,22878.0,2023-02-08,56125.0,6311.0,0.0993530903050966,0.12183518930957683,0.18887656472825226,-20605.0,-0.9006469096949034
830,P大海物語5 MTE2,36320.0,2023-02-15,55616.0,5126.0,0.48375550660792954,0.5137370540851554,0.4297698010144362,-18750.0,-0.5162444933920705
831,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,24120.0,2023-02-15,39834.0,6393.0,0.3644278606965174,0.4241853692825225,0.42781166901298295,-15330.0,-0.6355721393034826
841,パチスロ盾の勇者の成り上がり,18428.0,2023-03-01,48875.0,7210.0,0.1181897113088778,0.13354475703324808,0.1509015256588072,-16250.0,-0.8818102886911222
849,パチスロ機動戦士ガンダムユニコーン,19221.0,2023-03-15,60159.0,8236.0,0.07991259559856408,0.09009458268920693,0.034847013113161726,-17685.0,-0.9200874044014359
850,戦国コレクション5,18828.0,2023-03-15,69954.0,10438.0,0.07605693647758657,0.08795780084055237,0.11506035639011304,-17396.0,-0.9239430635224134
851,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,26690.0,2023-03-29,40000.0,10340.0,0.4177594604720869,0.438725,0.380174081237911,-15540.0,-0.5822405395279131
854,キングハナハナ-30(2023年),18239.0,2023-03-29,27005.0,5189.0,0.5912604857722463,0.6379189039066839,0.2364617460011563,-7455.0,-0.40873951422775373
858,Lスマスロ北斗の拳,26347.0,2023-04-12,75641.0,12211.0,0.2801077921585,0.320143837336894,0.12873638522643518,-18967.0,-0.7198922078415
864,Lゴブリンスレイヤー,20031.0,2023-04-26,79135.0,10781.0,0.30193200539164294,0.34113856068743287,0.5669232909748632,-13983.0,-0.698067994608357
866,Pフィーバー炎炎ノ消防隊 G,37620.0,2023-04-26,78795.0,11814.0,0.24534821903242957,0.25612031220255094,0.27458947012019636,-28390.0,-0.7546517809675705
868,アナザーゴッドハーデス-解き放たれし槍撃ver.-,19454.0,2023-04-26,76735.0,9374.0,0.10583941605839416,0.12639603831367693,0.14060166417751227,-17395.0,-0.8941605839416058
870,L主役は銭形4,20090.0,2023-05-17,75984.0,8084.0,0.22782478845196616,0.24353811328700778,0.24492825333993073,-15513.0,-0.7721752115480338
875,P北斗の拳 暴凶星 SFPA,33450.0,2023-05-17,67306.0,10524.0,0.2962630792227205,0.3105963807090007,0.3328582288103383,-23540.0,-0.7037369207772796
878,パチスロ 炎炎ノ消防隊,17440.0,2023-05-17,50620.0,8123.0,0.1735665137614679,0.20160015804030026,0.16090114489720547,-14413.0,-0.8264334862385321
880,Lスロット ソードアート・オンライン,22409.0,2023-05-24,60807.0,9302.0,0.3874782453478513,0.4015985001726775,0.19587185551494302,-13726.0,-0.6125217546521486
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,21814.0,2023-06-14,38458.0,4744.0,0.21623727881177227,0.25968589110198137,0.1551433389544688,-17097.0,-0.7837627211882278
906,Lパチスロ からくりサーカス,20335.0,2023-07-12,83724.0,12932.0,0.2813375952790755,0.28098275285461755,0.22873492112588928,-14614.0,-0.7186624047209245
907,PA大海物語5 Withアグネス・ラム ARBC,31670.0,2023-07-12,33437.0,3582.0,0.39816861383012314,0.45201423572688937,0.6018983807928532,-19060.0,-0.6018313861698769
914,ゴーゴージャグラー3,21613.0,2023-07-12,33774.0,4797.0,0.511035025216305,0.6004026766151478,0.5261621846987701,-10568.0,-0.488964974783695
916,パチスロナイツ,16441.0,2023-07-12,33276.0,4487.0,0.2160452527218539,0.26610770525303523,0.2736795186093158,-12889.0,-0.7839547472781461
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,27240.0,2023-07-26,31707.0,4229.0,0.3370044052863436,0.39436086668558995,0.6039252778434618,-18060.0,-0.6629955947136564
919,パチスロ 戦国†恋姫,22222.0,2023-07-26,37480.0,3794.0,0.4161641616416164,0.4593383137673426,0.33236689509752243,-12974.0,-0.5838358383583836
923,Lぱちスロ 乃木坂46,20198.0,2023-08-16,62823.0,10449.0,0.18615704525200516,0.21646530729191538,0.10393339075509618,-16438.0,-0.8138429547479948
925,Lスマスロキン肉マン～7人の悪魔超人編～,19268.0,2023-08-16,86050.0,8403.0,0.36173967199501766,0.36895990703079606,0.491134118767107,-12298.0,-0.6382603280049823
936,P新世紀エヴァンゲリオン～未来への咆哮～,24520.0,2023-09-27,49225.0,7615.0,0.45187601957585644,0.4893042153377349,0.42797110965200263,-13440.0,-0.5481239804241436
938,L戦国乙女4 戦乱に閃く炯眼の軍師,22599.0,2023-09-13,68527.0,9433.0,0.32625337404309923,0.34230303384067595,0.2013145340824764,-15226.0,-0.6737466259569007
943,パチスロ傷物語 -始マリノ刻-,19877.0,2023-09-13,56352.0,7093.0,0.08562660361221512,0.11937464508801818,0.14239390948822783,-18175.0,-0.9143733963877849
944,ファミスタ回胴版!!,17214.0,2023-09-13,35800.0,7042.0,0.29632856976879285,0.3401117318435754,0.22110195967054813,-12113.0,-0.7036714302312072
945,回胴式遊技機 グランベルム,13715.0,2023-09-13,42169.0,8607.0,0.24272694130514036,0.2348644739026299,0.20030207970256766,-10386.0,-0.7572730586948596
946,L戦国コレクション5超極楽LOOP,19084.0,2023-09-27,61975.0,8834.0,0.20551247118004612,0.2590076643807987,0.11206701381027848,-15162.0,-0.7944875288199539
947,L麻雀格闘倶楽部 覚醒,20161.0,2023-09-27,47593.0,9286.0,0.2989931055007192,0.3662303279894102,0.2349773853112212,-14133.0,-0.7010068944992808
953,Lスマスロ転生したらスライムだった件,22113.0,2023-10-11,65468.0,7319.0,0.1523085967530412,0.17072462882629683,0.15002049460308786,-18745.0,-0.8476914032469588
966,L ひぐらしのなく頃に 業,14373.0,2023-11-29,29620.0,6542.0,0.4163361859041258,0.4170830519918974,0.11372668908590645,-8389.0,-0.5836638140958742
967,Lスマスロとある魔術の禁書目録,19199.0,2023-11-22,57526.0,9420.0,0.2069899473930934,0.2284706045961826,0.10859872611464969,-15225.0,-0.7930100526069066
974,P真・北斗無双 第4章 下剋上闘 GRPJ,27020.0,2023-11-22,59660.0,9915.0,0.3160621761658031,0.32529332886356016,0.3232476046394352,-18480.0,-0.6839378238341969
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,20957.0,2023-11-22,38022.0,5923.0,0.31889106265209716,0.3422229235705644,0.32567955427992573,-14274.0,-0.6811089373479029
979,e Re:ゼロから始める異世界生活 season2 M13,50680.0,2023-11-29,100891.0,18137.0,0.2430939226519337,0.2813630551783608,0.2612339416662072,-38360.0,-0.7569060773480663
982,LスマスロモンキーターンⅤ,21854.0,2023-12-13,63355.0,9526.0,0.3557701107348769,0.39951069371004655,0.12145706487507874,-14079.0,-0.644229889265123
983,Lマジカルハロウィン8,23501.0,2023-12-13,46609.0,11273.0,0.2098208586868644,0.2747752579973825,0.19675330435553978,-18570.0,-0.7901791413131356
984,Lラブ嬢3～Wご指名はいかがですか?～,19075.0,2023-12-13,54898.0,9201.0,0.30196592398427263,0.3883019417829429,0.4732094337572003,-13315.0,-0.6980340760157274
985,L花の慶次～佐渡攻めの章～,19269.0,2023-12-13,70394.0,12809.0,0.25963983600602003,0.27874534761485353,0.3024435943477243,-14266.0,-0.74036016399398
988,P大海物語5 ブラック HCL,31640.0,2023-12-13,52763.0,7895.0,0.2961441213653603,0.3125106608797832,0.33502216592780243,-22270.0,-0.7038558786346397
989,クランキークレスト,16854.0,2023-12-13,29835.0,5679.0,0.3776551560460425,0.42440087145969496,0.2259200563479486,-10489.0,-0.6223448439539575
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,24144.0,2023-12-27,78223.0,12821.0,0.26379224652087474,0.30474412896462677,0.21878168629592076,-17775.0,-0.7362077534791253
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,43890.0,2023-12-27,88221.0,15180.0,0.2558669400774664,0.27716756781265234,0.23998682476943348,-32660.0,-0.7441330599225336
996,ドラゴンハナハナ～閃光～-30,17168.0,2023-12-27,26803.0,4321.0,0.5608108108108109,0.558109166884304,0.2626706780837769,-7540.0,-0.4391891891891892
997,パチスロ ファイヤードリフト,16254.0,2023-12-27,44913.0,8435.0,0.1223083548664944,0.14585977333956762,0.18067575577949022,-14266.0,-0.8776916451335056
998,L 仮面ライダー 7RIDERS,19583.0,2024-01-17,66631.0,9928.0,0.29888168309247815,0.331512359112125,0.3280620467365028,-13730.0,-0.7011183169075218
999,Lスマスロ バイオハザード:ヴィレッジ,19038.0,2024-01-17,54306.0,5754.0,0.13903771404559304,0.16250506389717526,0.06013208202989225,-16391.0,-0.8609622859544069
1000,Lパチスロ マクロスフロンティア4,20658.0,2024-01-17,60969.0,8854.0,0.1429954497047149,0.17115255293673834,0.13700022588660493,-17704.0,-0.8570045502952851
1004,Pとある魔術の禁書目録2 JMZ,41630.0,2024-01-17,81002.0,10278.0,0.27432140283449435,0.2977210439248414,0.3926834014399689,-30210.0,-0.7256785971655056
1008,Pポチッと一発!おだてブタ2 V1,42870.0,2024-01-17,22970.0,4427.0,0.4007464427338465,0.44706138441445364,0.23537384233114977,-25690.0,-0.5992535572661535
1011,P弾球黙示録カイジ沼5 V1U,37200.0,2024-01-31,77865.0,13007.0,0.20080645161290323,0.21803120785975727,0.27439071269316523,-29730.0,-0.7991935483870968
1012,P真・花の慶次3 99ver.,30040.0,2024-01-31,45822.0,7144.0,0.283288948069241,0.3048972109467068,0.4039753639417693,-21530.0,-0.716711051930759
1013,L GⅠ優駿倶楽部黄金,18491.0,2024-02-14,53379.0,7010.0,0.2523930560813369,0.3036212742838944,0.3420827389443652,-13824.0,-0.7476069439186631
1015,Lゴジラ対エヴァンゲリオン,20163.0,2024-02-21,69098.0,11257.0,0.20021822149481724,0.23285768039595936,0.2666785111486186,-16126.0,-0.7997817785051827
1016,Lストライクウィッチーズ2,16371.0,2024-02-14,58643.0,10794.0,0.30926638568199866,0.35624030148525826,0.33305540114878635,-11308.0,-0.6907336143180014
1017,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,20616.0,2024-02-14,57546.0,7514.0,0.18694218083042297,0.2331873631529559,0.2675006654245409,-16762.0,-0.813057819169577
1019,Lパチスロガールズ＆パンツァー 最終章,19712.0,2024-02-14,59096.0,7036.0,0.3648031655844156,0.39762420468390414,0.27018192154633314,-12521.0,-0.6351968344155844
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,33200.0,2024-02-14,56607.0,9533.0,0.3253012048192771,0.3458936173971417,0.3964124619741949,-22400.0,-0.6746987951807228
1025,P真・一騎当千～桃園の誓い～129ver.,34840.0,2024-02-14,63016.0,11212.0,0.24799081515499427,0.27551732893233466,0.30636817695326435,-26200.0,-0.7520091848450058
1027,ワードオブライツⅡ,15350.0,2024-02-14,31278.0,5898.0,0.18260586319218242,0.20922053839759575,0.03984401492031197,-12547.0,-0.8173941368078176
1029,Pニュートキオ GREEN V1,22180.0,2024-02-28,14577.0,3176.0,0.44679891794409377,0.4817863757974892,0.5443954659949622,-12270.0,-0.5532010820559062
1030,Pルパン三世 THE FIRST 99ver.,33560.0,2024-02-28,45261.0,9740.0,0.26489868891537544,0.3157685424537681,0.31652977412731004,-24670.0,-0.7351013110846245
1031,Lスマスロキングパルサー,19700.0,2024-03-13,54325.0,8266.0,0.15802030456852792,0.19514035895075932,0.17517541737236875,-16587.0,-0.8419796954314721
1032,Lチバリヨ2,18401.0,2024-03-27,75745.0,11952.0,0.37883810662463996,0.40873985081523534,0.42988621151271755,-11430.0,-0.62116189337536
1033,L南国育ち(2024年),18261.0,2024-03-13,66517.0,7115.0,0.22698647390613877,0.26420313604041074,0.2624033731553057,-14116.0,-0.7730135260938612
1035,PLT OVERLORD魔導王光臨 ME,37390.0,2024-03-13,80631.0,12914.0,0.22893821877507356,0.23907678188289863,0.27675391048474524,-28830.0,-0.7710617812249264
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,29120.0,2024-03-13,56315.0,7599.0,0.30494505494505497,0.3211222587232531,0.42742466113962363,-20240.0,-0.695054945054945
1040,P北斗の拳 強敵 LT SSPA,37820.0,2024-03-13,62047.0,10302.0,0.22792173453199366,0.25501635856689286,0.2982915938652689,-29200.0,-0.7720782654680064
1042,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,40900.0,2024-03-13,81009.0,11836.0,0.2792176039119804,0.29801626979718304,0.3245184183845894,-29480.0,-0.7207823960880195
1045,パチスロ ガメラ2,18676.0,2024-03-13,43093.0,3901.0,0.3213750267723281,0.36247186317963476,0.10330684439887208,-12674.0,-0.6786249732276719
1047,Lスマート沖スロ ドラゴンハナハナ～閃光～,14447.0,2024-03-27,22146.0,4935.0,0.42853187512978475,0.4936783166260273,0.345694022289767,-8256.0,-0.5714681248702153
1048,L忍魂参 ～奥義皆伝ノ章～,21602.0,2024-03-27,71236.0,10708.0,0.1596148504768077,0.1835307990341962,0.19546133731789317,-18154.0,-0.8403851495231923
1049,P sin 七つの大罪 強甘 2400Ver.,31120.0,2024-03-27,49878.0,11343.0,0.2679948586118252,0.2866995468944224,0.3022128184783567,-22780.0,-0.7320051413881749
1050,P咲-Saki-全国編 テンパイ即リーver.,28980.0,2024-03-27,50823.0,8940.0,0.28847481021394067,0.31928457588099873,0.3560402684563758,-20620.0,-0.7115251897860594
1052,Lうる星やつら(2024年),20293.0,2024-04-17,62271.0,9291.0,0.12738382693539643,0.16095774919304331,0.2150468195027446,-17708.0,-0.8726161730646036
1053,Lスマスロ ゴールデンカムイ,21897.0,2024-04-17,69313.0,10470.0,0.2504909348312554,0.2666166519989035,0.4376313276026743,-16412.0,-0.7495090651687446
1054,Lスマスロ ストライク・ザ・ブラッド,18169.0,2024-04-17,42089.0,5952.0,0.20380868512301173,0.22195823136686546,0.08484543010752688,-14466.0,-0.7961913148769882
1056,Pひぐらしのなく頃に 輪廻転生 FM-JT,35890.0,2024-04-17,75223.0,11957.0,0.24630816383393703,0.2624862076758438,0.29062473864681776,-27050.0,-0.753691836166063
1057,Pバイオハザード RE:2 LTver.,35260.0,2024-04-17,75063.0,13045.0,0.24021554169030063,0.2563846369049998,0.21924108853967036,-26790.0,-0.7597844583096994
1060,P大工の源さん超韋駄天2 極源LighT,39170.0,2024-04-17,69829.0,12571.0,0.22006637732958897,0.24333729539303156,0.24357648556200778,-30550.0,-0.779933622670411
1061,ジャグラーガールズSS,21587.0,2024-04-17,34689.0,4928.0,0.40621670449807756,0.4687364870708294,0.4746347402597403,-12818.0,-0.5937832955019224
1062,L押忍!番長4,24372.0,2024-05-01,70046.0,11555.0,0.16014278680452979,0.19462924363989378,0.12877542189528343,-20469.0,-0.8398572131954702
1063,P FAIRY TAIL これが七炎竜の力だ FSA,33110.0,2024-05-01,69866.0,12312.0,0.31410450015101177,0.32834282769873757,0.2976770630279402,-22710.0,-0.6858954998489882
1064,PAハイスクール・フリート オールスター すい～とでハッピー!2400,29270.0,2024-05-01,47071.0,8710.0,0.35155449265459515,0.3638333581185868,0.3413318025258324,-18980.0,-0.6484455073454048
1066,P牙狼11～冴島大河～XX MU,40020.0,2024-05-01,79726.0,13608.0,0.2813593203398301,0.29838446679878583,0.359347442680776,-28760.0,-0.7186406796601699
