machine_id,machine_name,trend,life_stage,life_score,change_rate_4w_vs_12w,peak_ratio_out,days_since_last_seen,data_count
241,SLOTバジリスク～甲賀忍法帖～絆2,微減,準現役,30,-0.08417027194066755,0.06827393139180211,287,86
253,パチスロ ケロット4,横ばい,準現役,30,0.017153798061894415,0.3796223446105429,287,81
293,サンダーVライトニング,横ばい,準現役,30,0.0,0.3857971637301246,287,2
307,パチスロ モンキーターンⅣ,下降,準現役,30,-0.21032181910585762,0.20654301426041569,287,21
337,シャア専用パチスロ 逆襲の赤い彗星,微増,準現役,30,0.054503137613057126,0.36034383954154725,196,54
395,アイムジャグラーEX(2020年),微減,下降期,45,-0.045991285861626256,0.5889292869332937,0,232
397,パチスロひぐらしのなく頃に祭2,下降,準現役,30,-0.16528778419969894,0.3366204162537165,287,17
411,パチスロ頭文字D,微減,準現役,30,-0.072561514489046,0.1587992288625723,287,91
432,パチスロ BIOHAZARD 7 resident evil,横ばい,準現役,30,-0.02933882206063475,0.1601443241742992,287,91
442,PAわんわんパラダイスV GBA,微減,準現役,30,-0.08664119160882794,0.3196223870532704,602,183
453,パチスロ北斗の拳 宿命,下降,準現役,30,-0.40469919018129846,0.1087698986975398,287,18
469,ニューパルサーSPⅢ,微減,準現役,30,-0.051635765361007405,0.2857142857142857,287,73
492,P大海物語4 スペシャル BLACK SCA,横ばい,準現役,30,-0.012083303717392798,0.40552834149755074,637,140
503,チバリヨ-30(2021年),横ばい,準現役,30,-0.028009603292557448,0.2127449040174154,287,110
511,P NEW TOKIO ハカマタイプ,横ばい,下降期,45,0.0023657570422535613,0.6481171548117155,0,184
533,SLOT劇場版魔法少女まどか☆マギカ[前編]始まりの物語／[後編]永遠の物語,下降,準現役,30,-0.380962900094174,0.0907563025210084,287,8
554,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,微増,準現役,30,0.04518366983901101,0.36270840421912215,413,168
567,ファンキージャグラー2,横ばい,成熟期,90,-0.02515060377804222,0.6547075606276748,0,229
569,Pうまい棒 4500～10500,横ばい,準現役,30,0.01120358514724712,0.18826995179432243,441,121
576,P 009 RE:CYBORG ACCELERATOR EDITION M4-K,微減,撤去検討期,20,-0.07561615102254847,0.20425415871284427,14,141
599,P野生の王国GO 99ver.,微減,準現役,30,-0.048550171690194516,0.3404255319148936,203,152
604,パチスロうまい棒(2021年),下降,準現役,30,-0.17666203694106425,0.10773034135209661,287,14
605,マイジャグラーⅤ,横ばい,成熟期,90,-0.01754756488314702,0.8320057495358447,0,227
611,パチスロ 戦姫絶唱シンフォギア 勇気の歌,微減,準現役,30,-0.06561822125813449,0.15058331647447568,287,75
612,沖ドキ!DUO,横ばい,準現役,30,0.011213047910295617,0.2095554632322393,287,103
613,沖ドキ!DUO-30,下降,準現役,30,-0.1296501769003706,0.16652259332023575,287,91
615,P Re:ゼロから始める異世界生活 鬼がかりver.,微減,準現役,30,-0.03027027027027027,0.18447623054270088,504,139
621,バーサスリヴァイズ,横ばい,準現役,30,-0.004383302987389574,0.6945784294809956,287,111
628,パチスロ ディスクアップ2,微減,準現役,30,-0.07789690326903748,0.4927980563429166,287,134
630,パチスロアラジンAクラシック,下降,準現役,30,-0.18262384970140058,0.14861351819757365,287,41
633,押忍!番長ZERO,微減,準現役,30,-0.04313056542355911,0.2311176656483725,287,104
642,ハナハナホウオウ～天翔～,微増,準現役,30,0.03188277599369274,0.4785522788203753,287,71
643,ハナハナホウオウ～天翔～-30,微増,準現役,30,0.0542176645716176,0.8674892250485929,168,183
650,SLOTマッピー,微減,準現役,30,-0.06641147220913116,0.43738733962464216,287,35
665,ニューパルサーDXⅢ,横ばい,準現役,30,0.02053803876193235,0.8020257826887661,287,38
670,沖ドキ!2-30,微減,準現役,30,-0.058682851343475485,0.6092927012791572,287,18
681,パチスロ この素晴らしい世界に祝福を!,微減,撤去検討期,20,-0.03434942994785411,0.3891561225556834,0,202
684,新ハナビ,横ばい,準現役,30,-0.012377577870448719,0.8373470948012233,196,96
705,PAコマコマ倶楽部with坂本冬美 99ver.,微減,準現役,30,-0.05610892808187876,0.2886843899113838,581,125
723,スーパーハナハナ2-30,横ばい,準現役,30,0.00130865107296678,0.759496442255063,77,121
724,ニューゲッターマウス,微減,準現役,30,-0.05485861531158886,0.2323207171314741,287,33
727,パチスロ 甲鉄城のカバネリ,下降,準現役,30,-0.10231116817699198,0.25026325026325025,287,98
740,黄門ちゃま喝2,下降,準現役,30,-0.1388977572032883,0.1514998485001515,287,62
744,パチスロ 新鬼武者2,下降,準現役,30,-0.1495006584723442,0.1836412798557909,287,77
747,PA新海物語 ARBB,微減,準現役,30,-0.03449600491702515,0.26997404095760025,245,65
764,パチスロペルソナ5,微減,準現役,30,-0.09278443872930785,0.15089025248968915,287,31
774,パチスロ バイオハザード RE:2,微減,準現役,30,-0.07999649138195693,0.18475906224425936,287,68
776,パチスロハードボイルド(2022年),微減,準現役,30,-0.08482397716460514,0.1819468024900962,287,32
783,ハッピージャグラーVⅢ,微減,撤去検討期,20,-0.03509166803077423,0.38814376402081047,0,184
795,花火絶景,下降,準現役,30,-0.30968054211035817,0.11063858063658714,287,16
798,Lパチスロ 革命機ヴァルヴレイヴ,微減,準現役,30,-0.03106495279860304,0.29484745463375867,224,132
799,L HEY!エリートサラリーマン鏡,微減,準現役,30,-0.05677476541247664,0.19189962579793088,287,31
816,沖ドキ!GOLD,微減,下降期,45,-0.043936731107205626,0.4323076923076923,0,172
817,沖ドキ!GOLD-30,微減,撤去検討期,20,-0.05301577938357174,0.36815642458100556,0,174
820,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,横ばい,撤去検討期,20,-0.029473357635926418,0.30942857142857144,0,171
828,パチスロ モンスターハンターワールド:アイスボーン,下降,準現役,30,-0.1416107159476168,0.0993530903050966,287,42
830,P大海物語5 MTE2,微減,下降期,45,-0.03802355701089871,0.48375550660792954,0,168
831,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,微減,撤去検討期,20,-0.03773584905660371,0.3644278606965174,0,137
841,パチスロ盾の勇者の成り上がり,下降,準現役,30,-0.40274091465904455,0.1181897113088778,287,14
849,パチスロ機動戦士ガンダムユニコーン,下降,準現役,30,-0.2022075133533263,0.07991259559856408,287,22
850,戦国コレクション5,下降,準現役,30,-0.22922072268175886,0.07605693647758657,287,36
851,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,横ばい,下降期,45,-0.016141029455519245,0.4177594604720869,0,162
854,キングハナハナ-30(2023年),横ばい,下降期,45,-0.022387944952717714,0.5912604857722463,0,163
858,Lスマスロ北斗の拳,微減,準現役,30,-0.04441294845717744,0.2801077921585,287,117
864,Lゴブリンスレイヤー,上昇,準現役,30,0.11553218701151059,0.30193200539164294,133,46
866,Pフィーバー炎炎ノ消防隊 G,横ばい,準現役,30,-0.02535694780369827,0.24534821903242957,658,68
868,アナザーゴッドハーデス-解き放たれし槍撃ver.-,下降,準現役,30,-0.22084485553542482,0.10583941605839416,287,18
870,L主役は銭形4,微減,準現役,30,-0.057893913315600065,0.22782478845196616,287,61
875,P北斗の拳 暴凶星 SFPA,微増,準現役,30,0.03930269413629166,0.2962630792227205,161,133
878,パチスロ 炎炎ノ消防隊,下降,準現役,30,-0.17003267587890242,0.1735665137614679,287,65
880,Lスロット ソードアート・オンライン,微増,撤去検討期,20,0.06736126412540527,0.3874782453478513,7,48
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,微減,準現役,30,-0.03782361000937477,0.21623727881177227,287,31
906,Lパチスロ からくりサーカス,下降,準現役,30,-0.1541850220264317,0.2813375952790755,238,115
907,PA大海物語5 Withアグネス・ラム ARBC,微減,撤去検討期,20,-0.04049163537043355,0.39816861383012314,0,148
914,ゴーゴージャグラー3,横ばい,下降期,45,-0.026827881590418018,0.511035025216305,0,149
916,パチスロナイツ,横ばい,準現役,30,-0.004132909108800473,0.2160452527218539,287,27
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,微減,準現役,30,-0.0401340906974578,0.3370044052863436,63,21
919,パチスロ 戦国†恋姫,微減,準現役,30,-0.03327526473409156,0.4161641616416164,112,90
923,Lぱちスロ 乃木坂46,微減,準現役,30,-0.08598259954278577,0.18615704525200516,287,41
925,Lスマスロキン肉マン～7人の悪魔超人編～,微増,撤去検討期,20,0.06488351430252814,0.36173967199501766,14,53
936,P新世紀エヴァンゲリオン～未来への咆哮～,下降,準現役,30,-0.1563361785948785,0.45187601957585644,42,122
938,L戦国乙女4 戦乱に閃く炯眼の軍師,横ばい,撤去検討期,20,-0.005074690872703881,0.32625337404309923,7,98
943,パチスロ傷物語 -始マリノ刻-,下降,準現役,30,-0.5199436884091976,0.08562660361221512,287,12
944,ファミスタ回胴版!!,微減,準現役,30,-0.045098208132322536,0.29632856976879285,287,41
945,回胴式遊技機 グランベルム,下降,準現役,30,-0.13131631186255044,0.24272694130514036,287,31
946,L戦国コレクション5超極楽LOOP,下降,準現役,30,-0.10156262598571215,0.20551247118004612,287,53
947,L麻雀格闘倶楽部 覚醒,横ばい,準現役,30,-0.006496697057378441,0.2989931055007192,287,67
953,Lスマスロ転生したらスライムだった件,下降,準現役,30,-0.23499689743817037,0.1523085967530412,287,15
966,L ひぐらしのなく頃に 業,下降,準現役,30,-0.25794260146673365,0.4163361859041258,287,9
967,Lスマスロとある魔術の禁書目録,微減,準現役,30,-0.04743202416918429,0.2069899473930934,287,28
974,P真・北斗無双 第4章 下剋上闘 GRPJ,微減,準現役,30,-0.07976125881714596,0.3160621761658031,700,34
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,横ばい,準現役,30,0.019423544391711962,0.31889106265209716,203,64
979,e Re:ゼロから始める異世界生活 season2 M13,微増,準現役,30,0.059687441159856976,0.2430939226519337,168,99
982,LスマスロモンキーターンⅤ,微減,撤去検討期,20,-0.034687855982371354,0.3557701107348769,0,120
983,Lマジカルハロウィン8,微減,準現役,30,-0.043476333983336286,0.2098208586868644,287,37
984,Lラブ嬢3～Wご指名はいかがですか?～,微増,撤去検討期,20,0.0733556329339512,0.30196592398427263,7,74
985,L花の慶次～佐渡攻めの章～,下降,準現役,30,-0.1014370245139476,0.25963983600602003,700,29
988,P大海物語5 ブラック HCL,微減,撤去検討期,20,-0.0387021809081159,0.2961441213653603,0,116
989,クランキークレスト,微減,準現役,30,-0.07546506424598862,0.3776551560460425,287,77
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,微減,撤去検討期,20,-0.05282146531795774,0.26379224652087474,7,38
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,微減,準現役,30,-0.04742317928865231,0.2558669400774664,413,67
996,ドラゴンハナハナ～閃光～-30,微減,下降期,45,-0.045500722692546,0.5608108108108109,0,126
997,パチスロ ファイヤードリフト,下降,準現役,30,-0.4305854110971684,0.1223083548664944,287,11
998,L 仮面ライダー 7RIDERS,微減,準現役,30,-0.07956666855235613,0.29888168309247815,714,25
999,Lスマスロ バイオハザード:ヴィレッジ,下降,準現役,30,-0.3787545904179668,0.13903771404559304,287,10
1000,Lパチスロ マクロスフロンティア4,下降,準現役,30,-0.1662100785812126,0.1429954497047149,287,18
1004,Pとある魔術の禁書目録2 JMZ,横ばい,準現役,30,-0.00041649312786332966,0.27432140283449435,672,29
1008,Pポチッと一発!おだてブタ2 V1,横ばい,下降期,45,-0.018962738219398815,0.4007464427338465,0,122
1011,P弾球黙示録カイジ沼5 V1U,下降,準現役,30,-0.15644654088050314,0.20080645161290323,623,34
1012,P真・花の慶次3 99ver.,微減,準現役,30,-0.0904143258426967,0.283288948069241,693,21
1013,L GⅠ優駿倶楽部黄金,下降,準現役,30,-0.12726398461291874,0.2523930560813369,287,32
1015,Lゴジラ対エヴァンゲリオン,微減,準現役,30,-0.06722107662253098,0.20021822149481724,287,50
1016,Lストライクウィッチーズ2,微減,準現役,30,-0.08540132596105976,0.30926638568199866,687,26
1017,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,下降,準現役,30,-0.3795221345386283,0.18694218083042297,287,10
1019,Lパチスロガールズ＆パンツァー 最終章,横ばい,準現役,30,-0.014335277746006328,0.3648031655844156,203,21
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,横ばい,準現役,30,0.0035699286014279717,0.3253012048192771,651,30
1025,P真・一騎当千～桃園の誓い～129ver.,微減,準現役,30,-0.08906781771395363,0.24799081515499427,553,38
1027,ワードオブライツⅡ,下降,準現役,30,-0.34462265161159833,0.18260586319218242,287,10
1029,Pニュートキオ GREEN V1,微減,準現役,30,-0.06515957446808511,0.44679891794409377,574,20
1030,Pルパン三世 THE FIRST 99ver.,横ばい,準現役,30,-0.021260997067448745,0.26489868891537544,392,54
1031,Lスマスロキングパルサー,下降,準現役,30,-0.27477040244904055,0.15802030456852792,287,18
1032,Lチバリヨ2,微減,撤去検討期,20,-0.050941256520752966,0.37883810662463996,0,115
1033,L南国育ち(2024年),下降,準現役,30,-0.1453004184327055,0.22698647390613877,287,23
1035,PLT OVERLORD魔導王光臨 ME,下降,準現役,30,-0.3957751201520062,0.22893821877507356,714,14
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,微減,準現役,30,-0.07488986784140969,0.30494505494505497,658,24
1040,P北斗の拳 強敵 LT SSPA,微減,準現役,30,-0.03841567291311761,0.22792173453199366,448,48
1042,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,下降,準現役,30,-0.17914244186046516,0.2792176039119804,658,25
1045,パチスロ ガメラ2,下降,準現役,30,-0.11936455287391441,0.3213750267723281,287,31
1047,Lスマート沖スロ ドラゴンハナハナ～閃光～,横ばい,準現役,30,-0.023842917251051855,0.42853187512978475,287,51
1048,L忍魂参 ～奥義皆伝ノ章～,下降,準現役,30,-0.1660505810706593,0.1596148504768077,287,19
1049,P sin 七つの大罪 強甘 2400Ver.,微減,準現役,30,-0.08127797770560864,0.2679948586118252,665,20
1050,P咲-Saki-全国編 テンパイ即リーver.,下降,準現役,30,-0.25715037149056474,0.28847481021394067,687,14
1052,Lうる星やつら(2024年),下降,準現役,30,-0.22432300400058092,0.12738382693539643,287,23
1053,Lスマスロ ゴールデンカムイ,下降,準現役,30,-0.13605433426377334,0.2504909348312554,56,18
1054,Lスマスロ ストライク・ザ・ブラッド,下降,準現役,30,-0.37371147644975417,0.20380868512301173,287,10
1056,Pひぐらしのなく頃に 輪廻転生 FM-JT,下降,準現役,30,-0.4234099902506165,0.24630816383393703,714,11
1057,Pバイオハザード RE:2 LTver.,下降,準現役,30,-0.20916586199212653,0.24021554169030063,623,25
1060,P大工の源さん超韋駄天2 極源LighT,下降,準現役,30,-0.19334593572778833,0.22006637732958897,623,25
1061,ジャグラーガールズSS,微減,下降期,45,-0.03230526789734354,0.40621670449807756,0,110
1062,L押忍!番長4,下降,準現役,30,-0.1193617843537791,0.16014278680452979,287,28
1063,P FAIRY TAIL これが七炎竜の力だ FSA,下降,準現役,30,-0.1844186437826014,0.31410450015101177,658,18
1064,PAハイスクール・フリート オールスター すい～とでハッピー!2400,下降,準現役,30,-0.10337258032328876,0.35155449265459515,658,18
1066,P牙狼11～冴島大河～XX MU,下降,準現役,30,-0.20912056544787275,0.2813593203398301,532,22
1068,e新・必殺仕置人 超斬撃199,下降,準現役,30,-0.19637951679932383,0.33323038912909203,672,16
1069,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,下降,準現役,30,-0.3686987246194429,0.19025702022030305,287,12
1070,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,微減,準現役,30,-0.0958694543600204,0.5021834061135371,693,13
1071,L ウルトラマンティガ,下降,準現役,30,-0.32555558474309126,0.38674066477649754,714,9
1073,Lパチスロ 炎炎ノ消防隊(2024年),微減,準現役,30,-0.03136343653834072,0.23567123990255162,287,36
1075,Pゴブリンスレイヤー ラッキートリガーVer,下降,準現役,30,-0.15818516247700798,0.2609898555179834,651,17
1076,Pフィーバー炎炎ノ消防隊 Light ver.,下降,準現役,30,-0.1059174540029836,0.3131373725254949,532,24
1078,P七つの大罪2 神千斬りVER.,下降,準現役,30,-0.31666666666666665,0.3097158891616977,721,7
1080,ニューパルサーSP4 with 太鼓の達人,下降,準現役,30,-0.12750820377642688,0.3576276415239858,287,17
1081,L ToLOVEるダークネス,微減,準現役,30,-0.041669228971675215,0.2624468948398492,287,59
1083,Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,微減,準現役,30,-0.06683504266443219,0.29767441860465116,287,42
1084,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,横ばい,撤去検討期,20,-0.01637672125573747,0.27779563719862227,21,26
1085,P ToLOVEるダークネス H1YZ5,下降,準現役,30,-0.13428212641272494,0.22707423580786026,567,24
1086,Pうる星やつら～Eternal Love Song～ L2-K,下降,準現役,30,-0.3443656758911286,0.2882758620689655,665,11
1087,Pギルティクラウン2 プレミアムライブチケット,下降,準現役,30,-0.11519050326983224,0.527007299270073,714,5
1088,Pクイーンズブレイド4 UNLIMITED V1D,下降,準現役,30,-0.2695740023572992,0.3386593920498831,693,8
1089,Pフィーバー三国戦騎 7500,下降,準現役,30,-0.26919010361598644,0.35581622678396874,687,8
1090,P頭文字D 2nd GFPG,横ばい,準現役,30,0.0,0.4975786924939467,728,3
1091,P魔法少女まどか☆マギカ3 LM3,下降,準現役,30,-0.1707122212561975,0.5750448028673835,651,13
1092,P魔王学院の不適合者 FMY,下降,準現役,30,-0.3450228748524203,0.3108587650816182,687,9
1093,アオハル♪操 A-LIVE,下降,準現役,30,-0.20923796530890665,0.19339779926642214,287,17
1094,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,微減,準現役,30,-0.05924013090611586,0.7107039537126326,595,11
1095,沖ドキ!BLACK,微減,下降期,45,-0.035773083684460194,0.5419591089411047,0,98
1096,L アカメが斬る!2,横ばい,準現役,30,0.0,0.35305745914602005,687,4
1097,Lスマスロ真・北斗無双(2024年),下降,準現役,30,-0.41816426885744473,0.18704486428680553,287,11
1098,Lパチスロ 戦姫絶唱シンフォギア 正義の歌,下降,準現役,30,-0.31031828731113537,0.15604759061050116,287,15
1099,Pアズールレーン THE ANIMATION 異次元トリガー M4,下降,準現役,30,-0.24959488459685542,0.43845223700120917,651,8
1100,Pフィーバーありふれた職業で世界最強 Light ver.,横ばい,準現役,30,0.0,0.4803664921465969,687,4
1101,P花の慶次～傾奇一転 L-MX,下降,準現役,30,-0.3881315700237369,0.25277940315974257,651,8
1102,P貞子 FMD,微減,準現役,30,-0.04579539367970006,0.21199905145838274,406,42
1103,e花の慶次～傾奇一転 L2-MX,下降,準現役,30,-0.47691862301294874,0.23962765957446808,637,10
1104,ご～やちゃんぷる～-25,横ばい,準現役,30,0.0,0.622070534698521,693,3
1105,ご～やちゃんぷる～-30,横ばい,準現役,30,0.0,0.6709632709632709,693,3
1106,バハマ30(2024年),横ばい,準現役,30,0.0,0.504730956704578,687,4
1107,Lスマスロ ゴッドイーター リザレクション,微増,準現役,30,0.056654089163798965,0.43619149219895986,168,69
1108,Lスロット ゾンビランドサガ,微減,準現役,30,-0.03890818117321982,0.350519357884797,49,28
1109,L賞金首Angel,横ばい,準現役,30,0.0,0.6643603709701162,687,2
1110,PAこの素晴らしい世界に祝福を! 「このゆる甘99に祝福を!」,下降,準現役,30,-0.1357636706473916,0.42240325865580447,658,5
1111,ミスタージャグラー,横ばい,下降期,45,-0.027910124278698933,0.42424673109721434,0,95
1112,L D4DJ Pachi-Slot Mix,下降,準現役,30,-0.11511373052147654,0.45955344070278187,644,5
1113,Lスマスロ ゲゲゲの鬼太郎 覚醒,下降,準現役,30,-0.3219843714878819,0.1566828566288901,287,14
1114,Lスマスロ トロピカーナ(2024年),横ばい,準現役,30,0.0,1.0,672,1
1115,Lワンパンマン,下降,準現役,30,-0.3052446074554825,0.3425320213292287,630,7
1116,PAスーパー海物語 IN 地中海2 HLA,下降,準現役,30,-0.28048052763819104,0.39807897545357523,609,9
1117,Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- S,下降,準現役,30,-0.3699158968702606,0.2687027178481367,623,8
1118,P百花繚乱 ご奉仕129ver.,横ばい,準現役,30,0.0,0.4912559618441971,651,4
