machine_id,machine_name,latest_data_date,data_count,is_new_machine,avg_out_4w,avg_sales_4w,avg_profit_4w,market_power_score,trend_score,trend_strength,new_machine_score,new_machine_judge
1126,L A-SLOT+ この素晴らしい世界に祝福を!,2025-09-10,14,1,5842.75,12946.0,1452.0,9.5,5.4,強い下降,9.4,厳しい
1127,Lパチスロ かぐや様は告らせたい,2026-05-06,82,0,6418.75,24840.0,4048.75,43.1,34.7,下降,,対象外
1128,Lパチスロ閃乱カグラ2 SHINOVI MASTER,2025-09-10,23,0,5884.25,17076.5,2625.75,19.1,12.6,強い下降,,対象外
1129,PAコマコマ倶楽部with坂本冬美 99確変ループver.,2024-12-18,13,1,8717.5,13062.75,3084.25,32.5,36.0,下降,33.0,弱い
1130,PAフィーバーかぐや様は告らせたい Light ver.,2024-10-30,8,1,9902.5,17805.5,2920.25,47.3,0.0,強い下降,45.7,弱い
1131,Pとある科学の超電磁砲2 JMB,2025-01-08,11,1,10620.0,23627.25,4090.75,68.8,0.0,強い下降,65.6,弱い
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,2025-01-08,17,1,9187.5,16511.25,3411.75,42.8,40.2,下降,43.0,弱い
1133,e 仮面ライダー電王 KL12,2025-01-22,19,1,10450.0,23419.75,4772.75,70.7,43.6,下降,69.1,弱い
1134,eキョンシー ライトミドル 新CタイムVer.,2024-09-25,3,1,14110.0,29535.666666666668,3533.3333333333335,79.8,36.8,下降,78.5,標準
1135,eゴッドイーター TRIPLE BURST MJ,2025-01-08,17,1,10242.5,23984.5,3714.5,64.4,35.3,下降,63.2,弱い
1136,パチスロL黄門ちゃま天,2024-10-09,5,1,9131.75,36248.0,4560.5,70.0,35.3,下降,67.6,弱い
1137,P アズールレーン THE ANIMATION 異次元トリガー M4,2025-05-07,22,0,9752.5,21664.75,4019.0,59.5,23.8,強い下降,,対象外
1138,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,2025-10-01,35,0,8135.0,15247.75,3126.75,30.3,33.2,下降,,対象外
1139,P 百花繚乱 ご奉仕129ver.,2024-12-04,9,1,9562.5,19603.5,3012.75,48.1,30.7,下降,47.7,弱い
1140,P 魔法少女まどか☆マギカ3 LM3,2025-08-13,46,0,9007.5,20125.0,3534.25,48.3,34.0,下降,,対象外
1141,P DD北斗の拳3 V1C,2024-10-09,3,1,14076.666666666666,29699.0,6546.0,88.4,39.2,下降,85.9,標準
1142,PAワンパンマン 99ver.,2024-10-09,3,1,13996.666666666666,25879.0,5121.666666666667,83.5,40.3,下降,81.5,標準
1143,Pいくさの子 織田三郎信長伝 GFPF,2024-10-16,4,1,17190.0,38580.75,5020.75,93.0,32.9,下降,90.2,標準
1144,Pメイドインアビス 虹の黄金域 MR,2024-10-16,4,1,17545.0,41818.25,7037.75,95.9,31.2,下降,92.7,標準
1145,P攻殻機動隊SAC_2045 199LTver.,2024-11-20,9,1,9795.0,20827.5,3972.75,57.9,0.0,強い下降,55.1,弱い
1146,パチスロハイパーラッシュ(2024年),2025-09-10,34,0,7110.75,15505.5,1289.25,19.1,14.7,強い下降,,対象外
1147,P大海物語4スペシャル BLACK SCA,2026-06-24,78,0,10292.5,15258.5,2198.25,41.6,32.0,下降,,対象外
1148,L 真・一騎当千,2025-09-10,29,0,6267.25,23286.0,2716.0,33.0,9.6,強い下降,,対象外
1149,Lスマスロ 鬼武者3(2024年),2025-09-10,7,1,5884.5,19827.75,2523.5,23.4,25.7,強い下降,23.2,厳しい
1150,Lスマスロ頭文字D 2nd,2025-09-10,15,1,6773.75,21937.75,3123.75,35.8,24.0,強い下降,34.7,厳しい
1151,L今日から俺は!! パチスロ編,2025-09-10,15,1,6678.75,19437.75,2298.25,26.2,19.4,強い下降,25.9,厳しい
1152,P CYBORG009 RULE OF SACRIFICE VS SCARL BODY EDITION 199,2024-12-04,8,1,8370.0,18371.0,4081.75,42.6,0.0,強い下降,40.0,弱い
1153,P 宇宙戦艦ヤマト2202 超波動 G,2024-11-06,4,1,16385.0,37186.25,7037.0,94.5,34.0,下降,91.4,標準
1154,PAわんわんパラダイスCELEBRATION AGBD,2026-06-24,75,0,10332.5,16157.0,2293.5,43.6,38.5,下降,,対象外
1155,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,2024-11-06,4,1,14380.0,24502.5,4201.75,79.4,37.9,下降,77.9,標準
1156,Pルパン三世 ONE COLLECTION H1YZ4,2025-02-19,16,1,9050.0,20684.25,3653.75,50.3,14.6,強い下降,48.6,弱い
1157,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,2025-11-05,27,0,8245.0,12613.75,2301.0,24.5,8.1,強い下降,,対象外
1158,e 乃木坂46 Ⅱ K4,2024-12-04,8,1,8727.5,18856.0,3913.75,45.5,0.0,強い下降,43.0,弱い
1159,P大海物語4スペシャル E,2024-10-23,1,1,10430.0,16685.0,2195.0,44.8,50.0,横ばい,46.4,弱い
1160,Lスロット Re:ゼロから始める異世界生活 season2,2025-09-10,11,1,5264.25,23505.5,4123.75,36.6,0.0,強い下降,33.3,厳しい
1161,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,2026-06-24,82,0,10700.0,15280.0,3488.75,51.2,39.3,下降,,対象外
1162,P江頭2:50inナナシーLT V3,2025-01-08,10,1,10817.5,20329.5,4265.25,64.8,0.0,強い下降,61.7,弱い
1163,L 新・必殺仕置人 回胴 CRASH SPEC,2024-12-18,6,1,7701.75,27073.25,4746.25,55.2,34.3,下降,52.9,厳しい
1164,Lバンドリ!,2026-03-25,9,1,6356.5,24175.75,2701.25,34.5,0.0,強い下降,32.4,厳しい
1165,Pモンスターハンターライズ GRPG,2025-01-22,10,1,10542.5,25168.75,4513.25,72.7,0.0,強い下降,68.9,弱い
1166,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,2025-02-05,12,1,9242.5,16963.0,3660.75,45.0,18.1,強い下降,43.8,弱い
1167,Pリング 呪いの7日間3 甘デジver.,2024-12-11,5,1,11850.0,21309.75,4063.5,68.8,36.8,下降,67.7,弱い
1168,P大海物語5スペシャル ALTA,2026-06-24,80,0,19607.5,30653.25,2656.0,79.5,31.9,下降,,対象外
1169,P義風堂々!!～兼続と慶次～3 199ver.,2025-01-08,8,1,10017.5,20592.25,4229.0,60.7,0.0,強い下降,57.6,弱い
1170,P転生したらスライムだった件 NB,2025-01-08,8,1,11405.0,22952.25,3447.0,66.5,0.0,強い下降,63.9,弱い
1171,e スマパチ SSSS.GRIDMAN XVSM,2024-12-11,5,1,12877.5,30656.25,5632.5,85.2,36.0,下降,82.7,標準
1172,eフィーバーからくりサーカス2 魔王ver.,2026-01-07,45,0,9180.0,20553.5,3336.5,49.4,0.0,強い下降,,対象外
1173,e大海物語5スペシャル ELTA4,2026-06-24,72,0,13295.0,23087.75,1301.5,62.6,44.0,下降,,対象外
1174,Lスマスロ モンスターハンターライズ,2026-01-07,52,0,7712.5,25082.0,2840.75,43.1,51.6,横ばい,,対象外
1175,Lスマート沖スロ 超華祭,2024-12-11,3,1,11357.0,25541.666666666668,4065.3333333333335,73.4,37.2,下降,71.9,弱い
1176,Lダブルアタック2 withOZS-1000＆RAPHAEL,2024-12-04,2,1,9815.5,33926.0,7273.0,77.5,39.5,下降,74.8,弱い
1177,P にゃんこ大戦争 多様性のネコ M4,2025-07-30,33,0,9030.0,19810.0,3447.25,47.4,6.9,強い下降,,対象外
1178,PA銀河英雄伝説 Die Neue These 遊パチスペック,2024-12-25,5,1,10625.0,18051.0,5093.0,62.7,34.2,下降,61.3,弱い
1179,L 犬夜叉2,2025-09-10,7,1,6121.5,26116.75,4210.5,44.0,27.1,強い下降,41.8,厳しい
1180,Lスマスロ 聖戦士ダンバイン,2025-09-10,13,1,5795.5,22328.5,2282.5,26.4,0.0,強い下降,24.8,厳しい
1181,Lルパン三世 大航海者の秘宝,2025-09-10,18,1,6252.25,24168.0,3130.0,36.3,17.3,強い下降,34.7,厳しい
1182,L桃太郎電鉄 ～パチスロも定番!～,2025-09-10,11,1,6141.0,19292.75,2724.75,24.6,0.0,強い下降,23.0,厳しい
1183,P ToLOVEるダークネス 199ver.,2025-02-05,8,1,9792.5,21477.75,3426.25,56.1,0.0,強い下降,53.6,弱い
1184,P ゴジラ対エヴァンゲリオン セカンドインパクト G R,2025-02-05,8,1,10345.0,24165.5,4435.0,69.2,0.0,強い下降,65.6,弱い
1185,Pえとたま2 神祭 MY,2025-01-08,4,1,14365.0,31471.5,5489.5,88.5,37.3,下降,86.0,標準
1186,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,2025-01-15,5,1,13270.0,28024.25,5787.5,85.2,35.4,下降,82.7,標準
1187,P盾の勇者の成り上がり GFPC,2025-02-05,8,1,11447.5,25415.75,3485.75,70.4,0.0,強い下降,67.5,弱い
1188,P真・一騎当千～桃園の誓い～ 199LTver.,2025-02-19,9,1,9530.0,20455.25,4256.0,56.4,0.0,強い下降,53.4,弱い
1189,e大工の源さん超韋駄天2 フルスイングLT,2025-01-08,4,1,16297.5,36834.75,7342.0,94.5,37.4,下降,91.6,標準
1190,ウルトラミラクルジャグラー,2026-06-24,77,0,8706.0,16354.75,2293.75,32.0,35.8,下降,,対象外
1191,沖ドキ!ゴージャス,2026-06-24,77,0,9194.0,33282.5,4689.5,69.9,37.3,下降,,対象外
1192,沖ドキ!ゴージャス-30,2026-06-24,77,0,10799.0,40420.5,5559.75,83.4,37.2,下降,,対象外
1193,Lスマスロ 一方通行 とある魔術の禁書目録,2025-09-10,6,1,6298.75,22776.75,3517.25,36.8,25.9,強い下降,35.4,厳しい
1194,Lスーパービンゴネオ(2024年),2026-04-29,35,0,5201.5,25057.5,4861.75,41.4,21.0,強い下降,,対象外
1195,Lパチスロ ダンベル何キロ持てる?,2025-09-10,10,1,6450.0,29202.0,2146.25,37.5,0.0,強い下降,35.4,厳しい
1196,P STEINS；GATE 0 L2-K,2025-03-05,10,1,10057.5,22158.25,4012.0,62.7,0.0,強い下降,59.7,弱い
1197,e ゴジラ対エヴァンゲリオン セカンドインパクト G～破壊神覚醒～ bA,2025-02-05,6,1,10995.0,24241.75,3754.5,69.4,29.6,強い下降,67.8,弱い
1198,e ソードアート・オンライン 閃光の軌跡 K7,2026-06-24,39,0,7985.0,18479.5,3416.0,36.5,20.5,強い下降,,対象外
1199,L サラリーマン金太郎(2025年),2025-09-10,12,1,5734.75,23221.25,3542.5,34.4,0.0,強い下降,31.6,厳しい
1200,Lチバリヨ2プラス,2026-05-27,29,0,5485.75,24056.25,4378.25,39.5,45.5,横ばい,,対象外
1201,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,2025-02-12,5,1,12742.5,24744.0,4237.0,76.5,35.7,下降,74.8,標準
1202,PLTジューシーハニー極嬢 MA,2025-03-12,9,1,9582.5,20901.5,4294.0,58.3,0.0,強い下降,55.1,弱い
1203,Pネオモンスターハウス 99Ver.,2025-08-13,30,0,9660.0,14586.75,3476.75,43.4,35.7,下降,,対象外
1204,P世界最高の暗殺者、異世界貴族に転生する JMB,2025-03-19,9,1,9675.0,22100.25,4666.5,63.1,0.0,強い下降,59.6,弱い
1205,P戦国乙女7 終焉の関ケ原 L9YY7,2025-07-09,22,0,8352.5,18653.5,3213.5,38.2,19.9,強い下降,,対象外
1206,P清流物語4 ヌシを求めて4000匹 HLC,2025-04-09,12,1,9610.0,17054.0,3021.75,44.3,2.9,強い下降,42.9,弱い
1207,e ULTRAMAN 2400★80,2025-02-05,4,1,15010.0,34833.75,6652.5,92.0,32.2,下降,89.0,標準
1208,eぱちんこ押忍!番長 漢の頂 L09,2026-02-04,50,0,9752.5,21758.5,4209.25,60.7,47.7,横ばい,,対象外
1209,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,2025-03-05,8,1,11482.5,25796.25,3915.5,73.3,0.0,強い下降,70.0,弱い
1210,スターハナハナ-30,2026-06-24,55,0,8413.5,12646.75,1314.25,23.1,26.2,強い下降,,対象外
1211,L A-SLOT+ ディスクアップ ULTRAREMIX,2026-06-24,47,0,10255.75,22108.25,-680.0,50.5,40.7,下降,,対象外
1212,L にゃんこ大戦争 超神速,2025-09-10,8,1,5996.5,24804.5,3808.0,39.8,0.0,強い下降,36.7,厳しい
1213,Lスマート沖スロ スターハナハナ,2025-09-10,22,0,7532.0,12033.5,2367.0,19.6,33.4,下降,,対象外
1214,Lパチスロ シン・エヴァンゲリオン,2025-09-10,7,1,6079.5,20935.75,2782.5,28.2,25.7,強い下降,27.6,厳しい
1215,L七つの魔剣が支配する,2026-04-01,42,0,6074.25,19278.25,2877.75,25.1,19.6,強い下降,,対象外
1216,L島娘(2025年),2025-09-10,11,1,5737.5,31276.5,2578.75,36.3,11.5,強い下降,34.4,厳しい
1217,PA花の慶次 裂 99ver.,2025-04-09,10,1,9610.0,16712.5,3104.75,44.3,0.9,強い下降,42.7,弱い
1218,Pゲゲゲの鬼太郎 獅子奮迅 99ver.,2025-05-07,15,1,9555.0,16333.0,3273.5,43.9,35.0,下降,43.9,弱い
1219,Pハネモノ ファミリースタジアム MD,2026-06-24,57,0,11425.0,7967.75,1321.25,40.3,28.4,強い下降,,対象外
1220,Pブラックラグーン4 EXTRA BULLET 129ver.,2025-04-23,13,1,8875.0,19403.0,3359.25,44.3,7.2,強い下降,42.5,弱い
1221,P花の慶次 裂 蓮極129ver.,2025-04-09,11,1,8870.0,18654.25,3736.0,45.3,0.0,強い下降,42.9,弱い
1222,L 東京喰種,2026-06-24,69,0,10944.5,41770.25,2938.25,73.0,25.7,強い下降,,対象外
1223,Lスマスロ シャーマンキング,2026-06-17,54,0,6399.5,25100.25,3474.75,40.0,34.9,下降,,対象外
1224,Lスマスロスーパーブラックジャック(2025年),2026-04-01,50,0,6302.5,21600.5,3433.25,34.3,21.2,強い下降,,対象外
1225,Lパチスロ ありふれた職業で世界最強,2025-09-10,13,1,5877.25,20494.5,2637.5,25.0,11.7,強い下降,23.9,厳しい
1226,P 冬のソナタ My Memory M7,2025-03-26,7,1,11360.0,20828.25,3544.5,63.0,35.9,下降,62.3,弱い
1227,PLT OVERLORD魔導王光臨 129ver.,2025-03-12,5,1,14357.5,31796.5,4927.5,87.6,39.9,下降,85.4,標準
1228,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,2025-11-05,35,0,7590.0,15031.5,2954.0,25.8,26.4,強い下降,,対象外
1229,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,2025-10-01,32,0,8200.0,17003.5,3207.5,34.0,14.9,強い下降,,対象外
1230,Pフィーバー戦姫絶唱シンフォギア4 199ver.,2025-04-09,9,1,9175.0,20137.75,3690.5,50.6,0.0,強い下降,48.1,弱い
1231,P愛の不時着 MF,2025-02-26,3,1,14020.0,31258.666666666668,5313.333333333333,87.4,37.3,下降,85.0,標準
1232,eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,2025-05-07,12,1,8562.5,19807.75,4281.0,47.2,12.3,強い下降,44.9,弱い
1233,e蒼天の拳 羅龍 SREN,2025-04-23,11,1,10352.5,24106.25,4170.25,68.0,0.0,強い下降,64.6,弱い
1234,e閃乱カグラ LTM-JF,2025-05-07,11,1,10105.0,23783.75,4259.5,67.0,3.5,強い下降,63.7,弱い
1235,Pクイーンズブレイド4 ナナエルver.,2025-09-10,23,0,8770.0,15439.25,3670.5,38.9,52.7,横ばい,,対象外
1236,Pデビルマン THE FINAL N4-S,2025-04-09,6,1,11525.0,23767.5,4154.5,72.4,33.7,下降,70.8,弱い
1237,P緋弾のアリア ～緋緋神降臨～ 199Ver.,2025-04-16,8,1,9782.5,21270.25,4488.0,61.4,0.0,強い下降,58.1,弱い
1238,L Sister Quest(2025年),2025-09-10,11,1,6556.5,24818.5,3224.25,39.9,0.0,強い下降,37.2,厳しい
1239,L スマスロ バイオハザード5(2025年),2025-09-17,27,0,6184.5,20061.25,3205.75,29.1,0.0,強い下降,,対象外
1240,Lてぃだどんどん,2025-03-19,2,1,6745.0,27433.5,4955.0,51.9,40.1,下降,49.8,厳しい
1241,L回胴黙示録カイジ 狂宴,2025-09-10,14,1,5420.25,18688.75,2585.75,19.9,0.0,強い下降,18.5,厳しい
1242,L少女☆歌劇 レヴュースタァライト -The SLOT-,2026-06-03,56,0,7601.75,17894.5,2947.5,30.6,44.4,下降,,対象外
1243,P FAIRY TAIL 89Ver.,2025-11-05,27,0,7482.5,15438.75,3129.5,26.8,4.5,強い下降,,対象外
1244,P リングにかけろ1 L5-S,2025-03-26,3,1,14456.666666666666,29015.0,5341.333333333333,87.3,33.8,下降,84.7,標準
1245,P 俺の妹がこんなに可愛いわけがない。 M3,2025-04-02,4,1,16102.5,33152.25,5385.25,91.0,31.4,下降,88.2,標準
1246,PA大海物語5 ブラック LT99ver.,2026-06-24,64,0,13767.5,21351.25,3398.75,68.5,45.6,横ばい,,対象外
1247,Pバンドリ! Light ver.,2025-04-09,5,1,13065.0,20478.5,3605.75,66.2,36.8,下降,65.6,標準
1248,eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,2025-04-09,5,1,14465.0,31973.5,4836.0,87.7,33.5,下降,85.2,標準
1249,L 仮面ライダー電王,2025-09-10,5,1,5911.0,22978.25,3317.75,34.0,26.7,強い下降,32.8,厳しい
1250,P モモキュンソード 速撃3000+,2025-05-07,7,1,11977.5,28541.0,4625.5,81.0,31.9,下降,78.6,弱い
1251,PAひぐらしのなく頃に 輪廻転生 99Ver.,2025-06-11,12,1,9115.0,15570.5,2464.25,36.1,1.9,強い下降,35.2,弱い
1252,PA魔王学院の不適合者 魔王再臨 99Ver,2025-08-06,14,1,7955.0,14374.5,3796.0,31.7,11.0,強い下降,30.3,厳しい
1253,Pうまい棒2 V3,2025-12-31,36,0,7960.0,18444.75,3878.25,38.9,40.8,下降,,対象外
1254,Pうる星やつら～Eternal Love Song～ 129ver.,2025-05-07,7,1,10505.0,19050.5,4206.0,60.3,36.0,下降,59.3,弱い
1255,e真・北斗無双 第5章 ドデカSTART,2025-10-01,23,0,8360.0,17836.5,3877.75,40.4,25.6,強い下降,,対象外
1256,Lうしおととら白面決戦VH,2025-09-10,4,1,8167.5,33185.0,3410.0,53.9,23.0,強い下降,51.9,弱い
1257,Lゴジラ(2025年),2025-09-10,7,1,8685.0,43136.25,2091.5,53.8,34.6,下降,53.2,弱い
1258,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2026-06-17,59,0,7520.5,22736.75,2256.75,35.4,18.3,強い下降,,対象外
1259,Lスマート沖スロ アメイジングライブ,2025-04-23,2,1,9977.0,32465.5,4490.0,73.9,39.2,下降,71.8,弱い
1260,Pアナザーゴッドハーデス-獄炎- SB,2025-05-21,6,1,11505.0,24521.25,5061.0,77.0,32.3,下降,74.7,弱い
1261,Pフィーバーうたわれるもの 199ver.,2025-06-04,8,1,9090.0,20868.75,4007.25,53.1,0.0,強い下降,50.2,弱い
1262,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,2025-08-06,16,1,9260.0,20667.25,4068.75,54.4,43.6,下降,53.7,弱い
1263,e シン・ウルトラマン K3,2025-05-21,6,1,13187.5,32538.75,6042.75,87.3,30.5,下降,84.4,標準
1264,eフィーバーうたわれるもの Z,2025-05-07,4,1,15487.5,34810.0,5999.25,91.9,33.2,下降,89.0,標準
1265,e牙狼 神速神撃3000LT,2025-07-09,12,1,8685.0,21218.0,3504.0,47.0,0.0,強い下降,44.5,弱い
1266,Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,2025-09-10,5,1,7535.5,25811.75,4841.75,52.9,25.9,強い下降,50.3,厳しい
1267,L吉宗(2025年),2026-02-04,38,0,7002.0,29029.25,3713.25,48.2,19.0,強い下降,,対象外
1268,L麻雀物語(2025年),2025-09-10,12,1,6356.75,22968.25,2904.5,33.9,0.0,強い下降,31.7,厳しい
1269,Pゾンビランドサガ SCPC,2025-07-02,8,1,9290.0,20211.0,4341.5,55.1,0.0,強い下降,52.0,弱い
1270,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,2025-07-09,9,1,8625.0,19782.25,3737.25,45.0,0.0,強い下降,42.5,弱い
1271,e 東京喰種 W,2026-06-24,57,0,20730.0,46283.25,4471.75,93.5,41.9,下降,,対象外
1272,Lスマスロ ようこそ実力至上主義の教室へ,2025-09-10,6,1,7876.25,27124.75,5082.25,56.9,28.5,強い下降,54.2,厳しい
1273,Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,2025-09-10,8,1,7035.75,25187.75,2748.5,39.7,0.0,強い下降,37.4,厳しい
1274,Lパチスロ 機動戦士ガンダムSEED,2025-09-10,6,1,6765.25,30531.0,4201.75,50.4,28.0,強い下降,48.1,厳しい
1275,P ToLOVEるダークネス 100ver.,2025-06-11,5,1,13840.0,24185.0,4052.75,77.1,36.4,下降,75.7,標準
1276,P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.,2025-06-04,4,1,13982.5,28002.5,5656.25,86.1,37.0,下降,83.7,標準
1277,P 織田信奈の野望 下剋上 V1D,2025-07-09,7,1,9860.0,21417.0,3952.0,59.9,31.6,下降,58.6,弱い
1278,PLT世界でいちばん強くなりたい!2 MQ,2025-06-04,4,1,12865.0,27931.5,5409.25,83.4,33.6,下降,80.9,標準
1279,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,2025-05-28,3,1,18370.0,37963.666666666664,6501.333333333333,95.5,42.9,下降,93.0,良好
1280,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,2025-06-04,4,1,12282.5,22476.75,4645.5,74.5,38.9,下降,72.9,標準
1281,P攻殻機動隊SAC_2045 大入りLTver,2025-07-02,7,1,10140.0,20109.25,3772.75,57.6,33.9,下降,56.7,弱い
1282,P海物語 極JAPAN HTH,2025-11-05,23,0,8440.0,15406.5,2503.5,29.4,27.9,強い下降,,対象外
1283,e 仮面ライダーBLACK KRJ2,2025-07-02,7,1,9990.0,22343.5,4511.75,65.3,28.5,強い下降,63.3,弱い
1284,デジハネP北斗の拳 慈母 SSPC,2026-06-24,52,0,8070.0,12050.25,3146.5,27.1,28.7,強い下降,,対象外
1285,P【超甘LT】江頭2:50inナナシー 奇跡の99%,2025-06-04,3,1,17863.333333333332,26984.0,4336.333333333333,86.1,45.6,横ばい,84.6,標準
1286,L ToLOVEるダークネス TRANCE ver.8.7,2026-06-24,52,0,7308.0,36951.75,2327.25,45.4,34.6,下降,,対象外
1287,L花笠,2025-09-10,5,1,7200.75,28986.0,4846.75,54.3,26.9,強い下降,51.5,厳しい
1288,Pフィーバー機動戦士ガンダムユニコーン 再来 129ver.,2025-07-23,7,1,9990.0,20975.75,3960.0,59.7,44.7,下降,59.1,弱い
1289,L ULTRAMAN,2025-09-10,2,1,7255.0,26121.0,3091.5,43.2,11.8,強い下降,41.1,厳しい
1290,L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,2025-10-29,19,1,5522.5,20320.0,3800.75,30.0,27.0,強い下降,28.8,厳しい
1291,LBスマスロニューパルサーBT,2025-09-10,5,1,6999.5,17625.5,2759.75,26.5,30.4,下降,26.6,厳しい
1292,LBパチスロ1000ちゃんA,2025-09-10,5,1,8220.0,18151.0,2199.5,30.9,32.6,下降,31.4,弱い
1293,LBプレミアムうまい棒,2025-09-10,6,1,6570.75,16391.25,3460.25,26.5,32.2,下降,26.3,厳しい
1294,LB翔べ!ハーレムエース,2025-09-10,11,1,6507.25,14930.75,2710.25,19.7,0.0,強い下降,18.6,厳しい
1295,Lいざ!番長,2026-02-04,32,0,7667.25,26742.0,3145.5,45.9,1.7,強い下降,,対象外
1296,Lスマスロ ギルティクラウン2,2025-09-10,7,1,6276.0,19316.75,3205.75,28.4,27.8,強い下降,27.7,厳しい
1297,P DD北斗の拳3 百突99ver.,2025-07-23,6,1,9997.5,16062.75,3703.75,49.8,38.2,下降,49.6,弱い
1298,PA海物語3R3 LBA(クリスタルシェル),2025-07-02,3,1,13656.666666666666,16522.0,2534.0,54.9,38.2,下降,55.7,標準
1299,PLT激デジ ジューシーハニー極嬢 77LT-ARB,2025-09-24,12,1,8765.0,17047.5,2950.25,37.2,23.5,強い下降,36.9,弱い
1300,Pフィーバーマクロスフロンティア5 LT-Light ver.,2025-07-30,6,1,10562.5,20313.25,3936.75,61.4,37.9,下降,60.6,弱い
1301,P緋弾のアリア ～緋緋神降臨～ 88Ver.,2025-09-10,12,1,8817.5,16451.5,3753.25,41.3,24.7,強い下降,40.4,弱い
1302,e 新・必殺仕置人S 超斬撃99,2025-07-16,5,1,10805.0,22445.25,4135.0,68.1,36.5,下降,66.8,弱い
1303,eフィーバー彼女、お借りします H,2025-09-10,11,1,9420.0,21567.5,3672.75,54.6,0.0,強い下降,52.0,弱い
1304,e冴えない彼女の育てかた LX04,2025-07-30,7,1,10967.5,25473.5,4355.5,74.2,34.5,下降,72.3,弱い
1305,e範馬刃牙 XAM2,2025-08-27,10,1,11540.0,27401.0,4878.75,79.8,0.0,強い下降,75.7,弱い
1306,デジハネPモンスターハンターライズ GSPB,2025-07-09,4,1,10265.0,20601.0,4734.5,63.8,36.9,下降,62.3,弱い
1307,L 絶対衝激～PLATONIC HEART～,2025-09-10,6,1,5962.75,14866.5,4326.75,25.7,28.7,強い下降,24.7,厳しい
1308,デカスタP戦国無双 HM3,2025-08-13,8,1,10372.5,21837.25,4560.25,66.5,0.0,強い下降,63.0,弱い
1309,LBアレックス ブライト,2026-04-29,37,0,7687.5,17663.75,1670.75,25.4,27.9,強い下降,,対象外
1310,LBパチスロ ヱヴァンゲリヲン ～約束の扉～,2025-11-05,16,1,7106.0,14550.5,2088.25,19.1,21.4,強い下降,19.5,厳しい
1311,Lわたしの幸せな結婚,2025-09-10,9,1,7445.5,25383.5,1802.5,37.5,0.0,強い下降,35.8,厳しい
1312,PA CYBORG009 RULE OF SACRIFICE LT99Ver,2025-09-10,8,1,9087.5,17265.25,3518.75,43.5,0.0,強い下降,41.5,弱い
1313,PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,2025-08-06,4,1,13277.5,23079.25,4236.5,75.6,39.2,下降,74.2,標準
