machine_name,category,certification_date,certification_source,memo
キュインぱちんこ P南国育ち デカパトver. 甘デジ,P,,,
デカスタP STEINS；GATE 0 まゆしぃば～じょん,P,,,
デカスタPデビルマン THE FINAL 179ver.,P,,,
デカスタP戦国無双 100ver.,P,,,
デカスタP戦国無双 HM3,P,,,
デカスタe花の慶次～傾奇一転 H6,P,,,
デジハネCRA聖戦士ダンバイン デジハネver.,P,,,
デジハネCR北斗の拳6 慈母 STD,P,,,
デジハネP 頭文字D せかんど GCPC,P,,,
デジハネP<物語>シリーズ セカンドシーズン GSA,P,,,
デジハネPA<物語>シリーズ セカンドシーズン GSA,P,,,
デジハネPA交響詩篇エウレカセブン HI-EVOLUTION ZERO,P,,,
デジハネPA真・北斗無双 第2章 連撃Edition,P,,,
デジハネPあの日見た花の名前を僕達はまだ知らない。 GSC,P,,,
デジハネPモンスターハンターライズ GSPB,P,,,
デジハネP七つの大罪 エリザベスver.,P,,,
デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,P,,,
デジハネP北斗の拳 慈母 SSPC,P,,,
デジハネP聖戦士ダンバイン2 ZEROSONIC,P,,,
パチンコCRクイーンズブレイド2 レイナ,P,,,
パチンコCR弾球黙示録カイジ沼3 利根川Ver.,P,,,
遊moreLT PエガブレイブVVV AX4,P,,,
A-SLOTツインエンジェルBREAK,S,,,
BIG島唄-30,S,,,
BLACK LAGOON ZERO bullet MAX,S,,,
BLACK LAGOON2,S,,,
BLACK LAGOON4,S,,,
CCエンジェル(2021年),S,,,
CREA Newクレアの秘宝伝,S,,,
GⅠ優駿倶楽部,S,,,
GⅠ優駿倶楽部3,S,,,
HIT128,S,,,
L A-SLOT+ この素晴らしい世界に祝福を!,S,,,
L A-SLOT+ ディスクアップ ULTRAREMIX,S,,,
L D4DJ Pachi-Slot Mix,S,,,
L GⅠ優駿倶楽部黄金,S,,,
L HEY!エリートサラリーマン鏡,S,,,
L Sister Quest(2025年),S,,,
L Sky Love,S,,,
L ToLOVEるダークネス,S,,,
L ToLOVEるダークネス TRANCE ver.8.7,S,,,
L ULTRAMAN,S,,,
L にゃんこ大戦争 超神速,S,,,
L ひぐらしのなく頃に 業,S,,,
L アカメが斬る!2,S,,,
L アズールレーン THE ANIMATION,S,,,
L ウルトラマンティガ,S,,,
L エヴァンゲリオン ～未来への創造～,S,,,
L サラリーマン金太郎(2025年),S,,,
L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,S,,,
L スマスロ バイオハザード5(2025年),S,,,
L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,S,,,
L ダーリン・イン・ザ・フランキス,S,,,
L ベルセルク無双,S,,,
L リングにかけろ1 V,S,,,
L 仮面ライダー 7RIDERS,S,,,
L 仮面ライダー電王,S,,,
L 新・必殺仕置人 回胴 CRASH SPEC,S,,,
L 東京喰種,S,,,
L 無職転生 ～異世界行ったら本気だす～,S,,,
L 犬夜叉2,S,,,
L 真・一騎当千,S,,,
L 絶対衝激Ⅳ,S,,,
L 絶対衝激～PLATONIC HEART～,S,,,
L 荒野のコトブキ飛行隊,S,,,
L009 RE:CYBORG,S,,,
LB A-SLOT+ 異世界かるてっと BT,S,,,
LB SHAKE BONUS TRIGGER,S,,,
LBアレックス ブライト,S,,,
LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,S,,,
LBスマスロ サンダーV(2026年),S,,,
LBスマスロニューパルサーBT,S,,,
LBスマート沖スロ ニューキングハナハナV,S,,,
LBスロットGALFY,S,,,
LBパチスロ ヱヴァンゲリヲン ～約束の扉～,S,,,
LBパチスロ1000ちゃんA,S,,,
LBプレミアムうまい棒,S,,,
LBマジカルハロウィン ボーナストリガー,S,,,
LBマタドールⅢ,S,,,
LB不二子BT,S,,,
LB翔べ!ハーレムエース,S,,,
Lucky 海物語,S,,,
Lいざ!番長,S,,,
Lうしおととら白面決戦VH,S,,,
Lうる星やつら(2024年),S,,,
Lてぃだどんどん,S,,,
Lぱちスロ にゃんこ大戦争 BIGBANG,S,,,
Lぱちスロ 乃木坂46,S,,,
Lわたしの幸せな結婚,S,,,
Lアクダマドライブ,S,,,
Lアニマルスロットドッチ,S,,,
Lゴジラ(2025年),S,,,
Lゴジラ対エヴァンゲリオン,S,,,
Lゴブリンスレイヤー,S,,,
Lストライクウィッチーズ2,S,,,
Lスマスロ BIRDIE WING -Golf Girls’ Story-,S,,,
Lスマスロ とある科学の超電磁砲2,S,,,
Lスマスロ ようこそ実力至上主義の教室へ,S,,,
Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,S,,,
Lスマスロ ギルティクラウン2,S,,,
Lスマスロ ゲゲゲの鬼太郎 覚醒,S,,,
Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,S,,,
Lスマスロ ゴッドイーター リザレクション,S,,,
Lスマスロ ゴブリンスレイヤーⅡ,S,,,
Lスマスロ ゴールデンカムイ,S,,,
Lスマスロ シャーマンキング,S,,,
Lスマスロ ストライク・ザ・ブラッド,S,,,
Lスマスロ ストリートファイターV 挑戦者の道,S,,,
Lスマスロ スーパーリオエース2,S,,,
Lスマスロ トロピカーナ(2024年),S,,,
Lスマスロ ドルアーガの塔,S,,,
Lスマスロ ハナビ(2026年),S,,,
Lスマスロ バイオハザード:ヴィレッジ,S,,,
Lスマスロ バイオハザード:ヴェンデッタ,S,,,
Lスマスロ バイオハザードRE:3,S,,,
Lスマスロ バベル(2025年),S,,,
Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S,,,
Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,S,,,
Lスマスロ ミリオンゴッド-神々の軌跡-,S,,,
Lスマスロ モンスターハンターライズ,S,,,
Lスマスロ 一方通行 とある魔術の禁書目録,S,,,
Lスマスロ 化物語,S,,,
Lスマスロ 北斗の拳 転生の章2,S,,,
Lスマスロ 戦国BASARA GIGA,S,,,
Lスマスロ 攻殻機動隊(2026年),S,,,
Lスマスロ 新鬼武者3,S,,,
Lスマスロ 東京リベンジャーズ,S,,,
Lスマスロ 沖ドキ!DUO アンコール,S,,,
Lスマスロ 甲鉄城のカバネリ 海門決戦,S,,,
Lスマスロ 秘宝伝(2025年),S,,,
Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,S,,,
Lスマスロ 聖戦士ダンバイン,S,,,
Lスマスロ 鬼武者3(2024年),S,,,
Lスマスロとある魔術の禁書目録,S,,,
Lスマスロキングパルサー,S,,,
Lスマスロキン肉マン～7人の悪魔超人編～,S,,,
Lスマスロスーパーブラックジャック(2025年),S,,,
Lスマスロネオプラネット,S,,,
LスマスロモンキーターンⅤ,S,,,
Lスマスロヨルムンガンド,S,,,
Lスマスロリノヘブン,S,,,
Lスマスロ交響詩篇エウレカセブン4 HI-EVOLUTION,S,,,
Lスマスロ劇場版 魔法少女まどか☆マギカ[前編]始まりの物語／[後編]永遠の物語f-フォルテ-,S,,,
Lスマスロ北斗の拳,S,,,
Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,S,,,
Lスマスロ真・北斗無双(2024年),S,,,
Lスマスロ転生したらスライムだった件,S,,,
Lスマスロ鉄拳6,S,,,
Lスマスロ頭文字D 2nd,S,,,
Lスマート沖スロ アメイジングライブ,S,,,
Lスマート沖スロ スターハナハナ,S,,,
Lスマート沖スロ ドラゴンハナハナ～閃光～,S,,,
Lスマート沖スロ 超華祭,S,,,
Lスロット Re:ゼロから始める異世界生活 season2,S,,,
Lスロット ソードアート・オンライン,S,,,
Lスロット ソードアート・オンラインⅡ,S,,,
Lスロット ゾンビランドサガ,S,,,
Lスロット 冴えない彼女の育てかた,S,,,
Lスーパービンゴネオ(2024年),S,,,
Lタクトオーパス デスティニー,S,,,
Lダブルアタック2 withOZS-1000＆RAPHAEL,S,,,
Lチバリヨ2,S,,,
Lチバリヨ2プラス,S,,,
Lバキ 強くなりたくば喰らえ!!!,S,,,
Lバンドリ!,S,,,
Lバーニングエクスプレス,S,,,
Lパチスロ ありふれた職業で世界最強,S,,,
Lパチスロ かぐや様は告らせたい,S,,,
Lパチスロ からくりサーカス,S,,,
Lパチスロ ケンガンアシュラ,S,,,
Lパチスロ シン・エヴァンゲリオン,S,,,
Lパチスロ ダンベル何キロ持てる?,S,,,
Lパチスロ マクロスフロンティア4,S,,,
Lパチスロ 戦姫絶唱シンフォギア 正義の歌,S,,,
Lパチスロ 機動戦士ガンダムSEED,S,,,
Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,S,,,
Lパチスロ 炎炎ノ消防隊(2024年),S,,,
Lパチスロ 炎炎ノ消防隊2,S,,,
Lパチスロ 転生したら剣でした,S,,,
Lパチスロ 革命機ヴァルヴレイヴ,S,,,
Lパチスロ 革命機ヴァルヴレイヴ2,S,,,
Lパチスロうみねこのなく頃に2,S,,,
Lパチスロガールズ＆パンツァー 最終章,S,,,
Lパチスロ閃乱カグラ2 SHINOVI MASTER,S,,,
Lプリズムナナ(2025年),S,,,
Lマジカルハロウィン8,S,,,
Lラブ嬢3～Wご指名はいかがですか?～,S,,,
Lルパン三世 大航海者の秘宝,S,,,
Lワンパンマン,S,,,
L七つの魔剣が支配する,S,,,
L主役は銭形4,S,,,
L主役は銭形5,S,,,
L今日から俺は!! パチスロ編,S,,,
L南国育ち(2024年),S,,,
L吉宗(2025年),S,,,
L吉宗RISING,S,,,
L咲-Saki- 頂上決戦,S,,,
L回胴黙示録カイジ 狂宴,S,,,
L大工の源さん 超夢源,S,,,
L少女☆歌劇 レヴュースタァライト -The SLOT-,S,,,
L島娘(2025年),S,,,
L忍魂参 ～奥義皆伝ノ章～,S,,,
L戦国コレクション5超極楽LOOP,S,,,
L戦国乙女4 戦乱に閃く炯眼の軍師,S,,,
L戦国乙女5 業火を穿つ宿焔の双刃,S,,,
L押忍!番長4,S,,,
L桃太郎電鉄 ～パチスロも定番!～,S,,,
L真打 吉宗,S,,,
L範馬刃牙,S,,,
L聖闘士星矢 海皇覚醒 CUSTOM EDITION,S,,,
L花の慶次～佐渡攻めの章～,S,,,
L花笠,S,,,
L虚構推理,S,,,
L賞金首Angel,S,,,
L銀河英雄伝説 Die Neue These,S,,,
L防空少女ラブキューレ2～極限の共鳴～,S,,,
L麻雀格闘倶楽部 覚醒,S,,,
L麻雀物語(2025年),S,,,
OVER-SLOT AINZ OOAL GOWN絶対支配者光臨,S,,,
PYRAMID EYE,S,,,
Re:ゼロから始める異世界生活 Apex Vacation,S,,,
SBニューキングハナハナV-30,S,,,
SLOT STEINS；GATE,S,,,
SLOTえとたま,S,,,
SLOTとある科学の超電磁砲,S,,,
SLOTアカギ～闇に降り立った天才～,S,,,
SLOTアルドノア・ゼロ,S,,,
SLOTギルティクラウン,S,,,
SLOTタブー・タトゥー,S,,,
SLOTデビルマンχ,S,,,
SLOTドルアーガの塔,S,,,
SLOTバジリスク～甲賀忍法帖～Ⅲ,S,,,
SLOTバジリスク～甲賀忍法帖～絆2,S,,,
SLOTマッピー,S,,,
SLOTメイドインアビス,S,,,
SLOT劇場版魔法少女まどか☆マギカ [新編] 叛逆の物語,S,,,
SLOT劇場版魔法少女まどか☆マギカ[前編]始まりの物語／[後編]永遠の物語,S,,,
SLOT忍者じゃじゃ丸くん,S,,,
SLOT魔法少女まどか☆マギカ,S,,,
SLOT魔法少女まどか☆マギカ2,S,,,
いろはに愛姫,S,,,
ご～やちゃんぷる～-25,S,,,
ご～やちゃんぷる～-30,S,,,
ぱちすろ けものフレンズ,S,,,
ぱちスロ ウルトラセブン(2017年),S,,,
ぱちスロ ウルトラマンタロウ 暴君SPEC,S,,,
ぱちスロ ギャグダー,S,,,
ぱちスロ 沖ハナ-30,S,,,
みうのおしゃべりパチスロ,S,,,
もっと!チバリヨ-25,S,,,
もっと!チバリヨ-30(2022年),S,,,
もっと！クレアの秘宝伝～女神の歌声と太陽の子供達～,S,,,
もっと！チバリヨ-30(2022年),S,,,
やじきた道中記乙,S,,,
アイムジャグラーEX AnniversaryEdition,S,,,
アイムジャグラーEX(2017年),S,,,
アイムジャグラーEX(2020年),S,,,
アオハル♪操 A-LIVE,S,,,
アカメが斬る!,S,,,
アナザーゴッドハーデス-奪われたZEUSver.-,S,,,
アナザーゴッドハーデス-解き放たれし槍撃ver.-,S,,,
アナターのオット!?はーです,S,,,
アバサー,S,,,
アバサー30,S,,,
アレックス(2018年),S,,,
ウルトラちゃぶ台返し,S,,,
ウルトラミラクルジャグラー,S,,,
エヴァンゲリオン フェスティバル,S,,,
カードバトルパチスロ ガンダム クロスオーバー,S,,,
ガールズ＆パンツァー 劇場版,S,,,
キャッツ・アイ(2022年),S,,,
キングクリエーター30,S,,,
キングハナハナ-30(2023年),S,,,
クランキークレスト,S,,,
クレアの秘宝伝 女神の夢と魔法の遺跡,S,,,
クレアの秘宝伝 ～眠りの塔とめざめの石～,S,,,
グレートキングハナハナ,S,,,
グレートキングハナハナ-30,S,,,
ゴーゴージャグラー(2015年),S,,,
ゴーゴージャグラー2,S,,,
ゴーゴージャグラー3,S,,,
サラリーマン金太郎 出世回胴編,S,,,
サンダーVライトニング,S,,,
シャア専用パチスロ 逆襲の赤い彗星,S,,,
シリウス,S,,,
シンデレラブレイド4,S,,,
ジャグラーガールズ,S,,,
ジャグラーガールズSS,S,,,
スカイガールズ～ゼロノツバサ～,S,,,
スターハナハナ-30,S,,,
スターパルサー,S,,,
スナイパイ71,S,,,
スロット 吉宗3,S,,,
スロドル,S,,,
スーハナライジング-30,S,,,
スーパーハナハナ-30(2021年),S,,,
スーパーハナハナ2-30,S,,,
スーパービンゴギャラクシー,S,,,
スーパービンゴネオ,S,,,
スーパービンゴネオ-30,S,,,
スーパービンゴネオクラシック,S,,,
スーパービンゴネオクラシック-30,S,,,
スーパーミラクルジャグラー,S,,,
スーパーリオエース,S,,,
スーパーリノMAX,S,,,
スーパーリノSP,S,,,
スーパー海物語 IN JAPAN祭,S,,,
チバリヨ(2022年),S,,,
チバリヨ-30(2021年),S,,,
ツインドラゴンハナハナ-30,S,,,
ドラゴンハナハナ～閃光～-30,S,,,
ドリームクルーン2,S,,,
ドリームハナハナ-30,S,,,
ニューアイムジャグラーEX,S,,,
ニューアイムジャグラーEX(2014年),S,,,
ニューアイムジャグラーEX(2016年),S,,,
ニューキングハナハナ-30,S,,,
ニューゲッターマウス,S,,,
ニューハナハナゴールド-30,S,,,
ニューパルサーDXⅢ,S,,,
ニューパルサーSP4 with 太鼓の達人,S,,,
ニューパルサーSPⅢ,S,,,
ネオアイムジャグラーEX,S,,,
ノーゲーム・ノーライフ THE SLOT,S,,,
ハイスクールD×D2 ハーレム王に俺はなる,S,,,
ハイハイシオサイ2,S,,,
ハイパーブラックジャック,S,,,
ハイビリターン-30,S,,,
ハッピージャグラーVⅡ,S,,,
ハッピージャグラーVⅢ,S,,,
ハナハナホウオウ-30,S,,,
ハナハナホウオウ～天翔～,S,,,
ハナハナホウオウ～天翔～-30,S,,,
ハナビ(2015年),S,,,
バイオハザードリベレーションズ,S,,,
バジリスク～甲賀忍法帖～絆,S,,,
バハマ30(2024年),S,,,
バーサス(2016年),S,,,
バーサスリヴァイズ,S,,,
パチスロ Angel Beats!,S,,,
パチスロ BIOHAZARD 7 resident evil,S,,,
パチスロ BLOOD+ 二人の女王,S,,,
パチスロ BOOWY,S,,,
パチスロ KING黄門ちゃま,S,,,
パチスロ TIGER&BUNNY SP,S,,,
パチスロ TIGER＆BUNNY,S,,,
"パチスロ Wake Up, Girls! Seven Memories",S,,,
パチスロ うしおととら 雷槍一閃,S,,,
パチスロ かまいたちの夜,S,,,
パチスロ この素晴らしい世界に祝福を!,S,,,
パチスロ アイドルマスター ミリオンライブ!,S,,,
パチスロ アクエリオン ALL STARS,S,,,
パチスロ アラジンAⅡ,S,,,
パチスロ エウレカセブンAO,S,,,
パチスロ ガメラ(2021年),S,,,
パチスロ ガメラ2,S,,,
パチスロ ガールフレンド(仮)～聖櫻学園メモリアル～,S,,,
パチスロ ケロット3,S,,,
パチスロ ケロット4,S,,,
パチスロ コードギアス 反逆のルルーシュ3,S,,,
パチスロ コードギアス 反逆のルルーシュR2,S,,,
パチスロ ゴッドイーター,S,,,
パチスロ ゴッドイーター ジ・アニメーション,S,,,
パチスロ サクラ大戦～熱き血潮に～,S,,,
パチスロ サラリーマン金太郎～MAX～,S,,,
パチスロ セイクリッドセブン,S,,,
パチスロ ゼーガペイン2,S,,,
パチスロ ダンまち外伝 ソード・オラトリア,S,,,
パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,S,,,
パチスロ ツインエンジェルPARTY,S,,,
パチスロ ディスクアップ,S,,,
パチスロ ディスクアップ2,S,,,
パチスロ デビル メイ クライ5,S,,,
パチスロ トータル・イクリプス,S,,,
パチスロ トータル・イクリプス2,S,,,
パチスロ ドリフターズ,S,,,
パチスロ バイオハザード RE:2,S,,,
パチスロ ピンクパンサーSP,S,,,
パチスロ ファイヤードリフト,S,,,
パチスロ ファンタシースターオンライン2,S,,,
パチスロ フレームアームズ・ガール,S,,,
パチスロ マクロスデルタ,S,,,
パチスロ マクロスフロンティア2,S,,,
パチスロ マクロスフロンティア3,S,,,
パチスロ モンキーターンⅡ,S,,,
パチスロ モンキーターンⅣ,S,,,
パチスロ モンスターハンター 月下雷鳴,S,,,
パチスロ モンスターハンター:ワールド,S,,,
パチスロ モンスターハンター:ワールド 黄金狩猟,S,,,
パチスロ モンスターハンターワールド:アイスボーン,S,,,
パチスロ モンスターハンター～狂竜戦線～,S,,,
パチスロ ヤッターマン 絶対正義,S,,,
パチスロ ラブ嬢,S,,,
パチスロ ラブ嬢Ⅱ,S,,,
パチスロ ラブ嬢Ⅱ+,S,,,
パチスロ リング 呪いの7日間,S,,,
パチスロ リング 終焉ノ刻,S,,,
パチスロ リング 運命の秒刻,S,,,
パチスロ リングにかけろ1 ワールドチャンピオンカーニバル編,S,,,
パチスロ ルパン三世(2022年),S,,,
パチスロ ルパン三世～イタリアの夢～,S,,,
パチスロ ロリクラほーるど!,S,,,
パチスロ 七つの大罪,S,,,
パチスロ 亜人,S,,,
パチスロ 交響詩篇エウレカセブン2,S,,,
パチスロ 偽物語,S,,,
パチスロ 化物語,S,,,
パチスロ 北斗の拳 修羅の国篇,S,,,
パチスロ 咲-Saki-,S,,,
パチスロ 哲也 -天運地力-,S,,,
パチスロ 地獄少女 あとはあなたが決めることよ,S,,,
パチスロ 地獄少女 宵伽,S,,,
パチスロ 天元突破グレンラガン,S,,,
パチスロ 学園黙示録HIGHSCHOOL OF THE DEAD GOLD,S,,,
パチスロ 戦国†恋姫,S,,,
パチスロ 戦国乙女 暁の関ケ原 DARKNESS,S,,,
パチスロ 戦姫絶唱シンフォギア,S,,,
パチスロ 戦姫絶唱シンフォギア 勇気の歌,S,,,
パチスロ 探偵オペラ ミルキィホームズR 大収穫祭!!!!,S,,,
パチスロ 新鬼武者(2020年),S,,,
パチスロ 新鬼武者2,S,,,
パチスロ 春一番,S,,,
パチスロ 月華 雅,S,,,
パチスロ 東京レイヴンズ,S,,,
パチスロ 楽園追放,S,,,
パチスロ 涼宮ハルヒの憂鬱,S,,,
パチスロ 炎炎ノ消防隊,S,,,
パチスロ 牙狼-守りし者-,S,,,
パチスロ 犬夜叉(2022年),S,,,
パチスロ 甲鉄城のカバネリ,S,,,
パチスロ 百花繚乱 サムライガールズ(2021年),S,,,
パチスロ 真・北斗無双,S,,,
パチスロ 真俺の空,S,,,
パチスロ 緋弾のアリアⅡ,S,,,
パチスロ 織田信奈の野望,S,,,
パチスロ 聖闘士星矢-冥王復活-,S,,,
パチスロ 花伝,S,,,
パチスロ 花伝-30,S,,,
パチスロ 蒼天の拳2,S,,,
パチスロ 蒼天の拳4,S,,,
パチスロ 蒼穹のファフナー,S,,,
パチスロ 蒼穹のファフナー EXODUS,S,,,
パチスロ 蛇喰夢子という女,S,,,
パチスロ 言い訳はさせないわよ!by壇蜜,S,,,
パチスロ 輪廻のラグランジェ,S,,,
パチスロ 這いよれ!ニャル子さん,S,,,
パチスロ 鉄拳3rd,S,,,
パチスロ 鉄拳4,S,,,
パチスロ 鉄拳4 デビルVer.,S,,,
パチスロ 閃乱カグラ,S,,,
パチスロ 閃乱カグラ BURST UP,S,,,
パチスロ 零～zero～,S,,,
パチスロ 青の祓魔師,S,,,
パチスロ 青鬼,S,,,
パチスロ 魔法少女育成計画,S,,,
パチスロ 麻雀物語4,S,,,
パチスロ ＜物語＞シリーズ セカンドシーズン,S,,,
パチスロ1000ちゃん,S,,,
パチスロANEMONE 交響詩篇エウレカセブン HI-EVOLUTION,S,,,
パチスロFAIRY TAIL2,S,,,
パチスロGANTZ極 THE SURVIVAL GAME,S,,,
パチスロL黄門ちゃま天,S,,,
パチスロOVERLORD絶対支配者光臨Ⅱ,S,,,
パチスロRYUKYU Beat-30,S,,,
パチスロうまい棒(2021年),S,,,
パチスロひぐらしのなく頃に祭2,S,,,
パチスロひぐらしのなく頃に祭2カケラ遊び編,S,,,
パチスロアラジンAクラシック,S,,,
パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,S,,,
パチスロコードギアス 反逆のルルーシュR2 C.C.version,S,,,
パチスロナイツ,S,,,
パチスロハイパーラッシュ(2024年),S,,,
パチスロハードボイルド(2022年),S,,,
パチスロペルソナ5,S,,,
パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,S,,,
パチスロ交響詩篇エウレカセブン3 HI-EVOLUTION-ZERO,S,,,
パチスロ修羅の刻,S,,,
パチスロ傷物語 -始マリノ刻-,S,,,
パチスロ北斗の拳 天昇,S,,,
パチスロ北斗の拳 宿命,S,,,
パチスロ大工の源さん～桜満開!源DREAM Ver.～,S,,,
パチスロ幼女戦記,S,,,
パチスロ戦国無双3,S,,,
パチスロ攻殻機動隊S.A.C.2nd GIG,S,,,
パチスロ機動戦士ガンダムユニコーン,S,,,
パチスロ武装神姫,S,,,
パチスロ獣王 王者の覚醒,S,,,
パチスロ盾の勇者の成り上がり,S,,,
パチスロ笑ゥせぇるすまん 絶笑,S,,,
パチスロ笑ゥせぇるすまん4,S,,,
パチスロ聖闘士星矢-海皇覚醒-,S,,,
パチスロ鉄拳4 アルティメットデビルVer.,S,,,
パチスロ鉄拳5,S,,,
パチスロ頭文字D,S,,,
パチスロ黄門ちゃま 喝,S,,,
ファミスタ回胴版!!,S,,,
ファンキージャグラー,S,,,
ファンキージャグラー2,S,,,
プレミアムハナハナ-30,S,,,
プレミアムビンゴ,S,,,
ボンバーガール,S,,,
マイジャグラーⅡ,S,,,
マイジャグラーⅡ(2013年),S,,,
マイジャグラーⅢ,S,,,
マイジャグラーⅣ,S,,,
マイジャグラーⅤ,S,,,
マイフラワー2-30,S,,,
マジカルハロウィン ～Trick or Treat!～,S,,,
マジカルハロウィン5,S,,,
マジカルハロウィン7,S,,,
ミスタージャグラー,S,,,
ミリオンゴッド-神々の凱旋-,S,,,
モモキュンソードDX,S,,,
ラストユートピア,S,,,
リノ(2015年),S,,,
リング 恐襲ノ連鎖,S,,,
ワードオブライツⅡ,S,,,
ヱヴァンゲリヲン・魂を繋ぐもの,S,,,
ヱヴァンゲリヲン･勝利への願い,S,,,
ヴィーナスゾーン,S,,,
主役は銭形2,S,,,
主役は銭形3,S,,,
十字架5,S,,,
十字架Ⅲ,S,,,
南国娘2,S,,,
南国娘2-30,S,,,
南国物語(2016年),S,,,
南国育ち-30(2021年),S,,,
吉宗～極～,S,,,
呪怨 再誕AT,S,,,
喰霊-零- 運命乱～うんめいのみだれ～,S,,,
回胴式遊技機 グランベルム,S,,,
回胴性ミリオンアーサー,S,,,
回胴黙示録カイジ～沼～,S,,,
天下布武4,S,,,
対魔導学園35試験小隊,S,,,
忍魂～暁ノ章～,S,,,
戦国コレクション2,S,,,
戦国コレクション4,S,,,
戦国コレクション5,S,,,
戦国乙女2～深淵に輝く気高き将星～,S,,,
戦国乙女3～天剣を継ぐもの～,S,,,
戦国乙女～剣戟に舞う白き剣聖～西国参戦編,S,,,
押忍!!豪炎高校應援團 檄,S,,,
押忍!サラリーマン番長,S,,,
押忍!サラリーマン番長2,S,,,
押忍!番長3,S,,,
押忍!番長ZERO,S,,,
探偵オペラ ミルキィホームズ 1/2の奇跡,S,,,
政宗 戦極,S,,,
政宗2,S,,,
政宗3,S,,,
新ハナビ,S,,,
新世紀エヴァンゲリオン ～魂の共鳴～,S,,,
沖っ娘,S,,,
沖ドキ!,S,,,
沖ドキ!-30,S,,,
沖ドキ!2-30,S,,,
沖ドキ!BLACK,S,,,
沖ドキ!DUO,S,,,
沖ドキ!DUO-30,S,,,
沖ドキ!GOLD,S,,,
沖ドキ!GOLD-30,S,,,
沖ドキ!ゴージャス,S,,,
沖ドキ!ゴージャス-30,S,,,
沖ドキ!トロピカル,S,,,
沖ドキ!トロピカル-30,S,,,
沖ドキ！GOLD,S,,,
沖ドキ！GOLD-30,S,,,
沖縄フェスティバル-30,S,,,
沖縄フェスティバル-30(2022年),S,,,
燃えよ!功夫淑女ドラゴン,S,,,
燃えチバ-30,S,,,
牙狼-黄金騎士-,S,,,
真天下布武,S,,,
秘宝伝-解き放たれた女神-,S,,,
秘宝伝～The Last～,S,,,
秘宝伝～伝説への道～,S,,,
紅き魂は桜の如く,S,,,
絶対衝激Ⅲ,S,,,
緑ドンVIVA2,S,,,
織田信奈の野望 全国版,S,,,
花の慶次～武威～,S,,,
花火絶景,S,,,
課長 熊田工作,S,,,
超ギラギラ爺サマー,S,,,
闘魂継承 アントニオ猪木という名のパチスロ機,S,,,
防空少女ラブキューレ,S,,,
鬼浜爆走紅蓮隊 愛情恋歌編,S,,,
鬼浜爆走紅蓮隊 激闘謳歌編,S,,,
鬼浜爆走紅蓮隊 狂闘旅情編,S,,,
麻雀格闘倶楽部,S,,,
麻雀格闘倶楽部 参,S,,,
麻雀格闘倶楽部 真,S,,,
麻雀物語3 役満乱舞の究極大戦,S,,,
黄門ちゃま喝2,S,,,
～ガールズケイリン～ＧⅠフェアリーグランプリ,S,,,
